¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.742162
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874163
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021352
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17736
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342949
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518971
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706368
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906267
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119845
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.369344
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.460002
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.555397
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.655838
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761841
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880589
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021518
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171845
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300692
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43159
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570201
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70673
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843567
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988333
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141644
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304329
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477125
„(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66102
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857003
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066324
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290291
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.402357
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.49455
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.59164
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.693929
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.813358
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949686
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094948
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247246
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374697
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509536
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652484
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804203
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957048
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107812
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267713
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437505
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618075
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81039
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015667
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235166
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.436246
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.530062
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.628835
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.748661
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880614
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021117
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.170991
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320043
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451365
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590418
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737901
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894568
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061226
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233032
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399971
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577345
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766236
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96771
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182975
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413442
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471005
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.566483
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.686342
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.814149
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.950144
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09505
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.249753
†(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395452
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530813
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674305
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826562
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988451
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160857
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344738
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538798
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724386
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922218
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133531
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359574
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.509557
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.626267
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.750164
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881855
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022011
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171522
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331317
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473581
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613218
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761395
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918725
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086122
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264538
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455005
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65875
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87719
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086602
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308519
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546227
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.56828
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.688447
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.81601
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.951747
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096363
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.250751
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415846
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554537
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698724
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851785
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014476
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187702
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372509
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569998
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781494
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008462
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252617
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493361
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.628845
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.752548
ƒ(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.884036
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.024031
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173305
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332799
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498116
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63852
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787487
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945712
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114045
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29345
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485025
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68999
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909705
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145769
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400009
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691693
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.691315
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818756
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.954333
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098743
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.252924
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41782
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580568
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725644
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879604
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043301
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217643
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403606
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602331
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815221
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043691
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289459
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583374
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96225
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75573
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88709
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026938
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.176046
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335404
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505924
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666121
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816046
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975348
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144819
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325502
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518373
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724749
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946061
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183862
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479156
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6198
ş(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90861
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.822197
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.957667
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.102005
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.256065
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4208
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597285
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75485
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909908
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0748
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250444
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437793
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638065
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85255
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082839
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378695
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7897
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8332
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.89081
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.030576
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179635
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338872
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509284
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692099
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846933
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007462
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178252
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360379
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55484
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762968
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986099
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281638
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680769
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97983
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49366
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961646
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.105926
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259928
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424589
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601034
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786161
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942548
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108808
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285923
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474867
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67692
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893332
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187698
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575522
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009233
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90457
ƒ(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45981
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034764
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18382
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343024
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513433
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696206
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879927
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041826
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2142
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397922
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594216
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804279
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09658
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473657
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894653
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73844
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87412
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01914
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110342
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.264382
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429052
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605469
(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794955
