¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289144
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.136187
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.714913
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.957885
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285752
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78397
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33738
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94429
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40495
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90572
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40932
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96008
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56474
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21975
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92864
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7078
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.956
(392.22, 13.97, 249.02) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 3.937715
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052725
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219265
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.274511
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.246608
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.220011
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.194691
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.170618
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.734375
Ü(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.746811
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.08841
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.065355
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.043649
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.622941
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.838094
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346298
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865219
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42826
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4221
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92723
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44181
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99553
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60163
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25674
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97331
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75726
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64417
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.903785
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05954
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.226565
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.196504
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.169089
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.14296
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.118085
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.150431
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.659936
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.671809
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.998959
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.976325
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.022482
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.53463
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.723352
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408279
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948778
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52183
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97731
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4409
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94778
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47647
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03341
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63793
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29665
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02114
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81022
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34538
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.910352
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.066563
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235381
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.121776
ñ(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.094826
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.069141
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.044692
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.578175
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.588386
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.656923
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.913249
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.891015
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.431571
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.449804
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.6134
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.184001
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03478
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56923
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99617
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46139
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97016
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51338
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07372
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67681
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33939
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07224
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.07021
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05897
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.917119
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.073818
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.077938
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.050155
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.023649
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.998389
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.974348
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.509866
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.519591
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.854252
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.831089
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.809238
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.350722
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.392776
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.541651
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.08673
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12327
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58809
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01666
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48365
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99448
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55252
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11312
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71835
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38509
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12304
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79516
ş(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.7843
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.924029
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081877
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.008827
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.981487
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.955405
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.930551
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.923628
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.444164
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.453431
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.775083
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.752303
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.730815
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.273011
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.430061
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.954335
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603016
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.432438
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.412753
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.394609
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5077
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02071
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58417
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15353
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76261
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43378
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18718
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.5313
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.5208
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.931186
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.065001
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.942543
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.915625
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.889947
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.86548
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.373194
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.380954
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.389788
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.699138
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.676723
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.675055
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.198293
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.332687
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.85862
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.397926
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.225467
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.206528
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.189086
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53044
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04472
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60959
„ (392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26025
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88883
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58291
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.29201
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27809
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26793
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.938493
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.906712
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.878946
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.852433
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.827143
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.803045
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.312763
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.320128
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.380871
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.626261
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.604195
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.111884
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.126436
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.23924
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.285864
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.175355
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.031054
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.012807
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.996013
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5512
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06739
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68267
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38879
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02997
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73866
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.04856
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03501
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02518
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947076
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.845275
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.817912
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.791785
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.766864
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.743122
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.254599
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.26159
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.579304
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.556308
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.534576
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.043276
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.057322
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.149536
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.071855
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.867186
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.848144
ü(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.830537
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.814344
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.673908
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09198
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76877
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52214
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17653
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83171
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81481
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80161
(392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79209
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.908667
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.786296
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.759319
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.733562
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.708994
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 4.716904
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.198603
(392.22, 13.97, 249.02) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 5.205241
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.511804
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.489143
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.46773
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.977264
(392.22, 13.97, 249.02) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.001295
(392.22, 13.97, 249.02) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.063398
(392.22, 13.97, 249.02) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.871535
