¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490067
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48068
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54199
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80126
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24002
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58989
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03758
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71046
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54936
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70274
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566373
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762091
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973258
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201749
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449738
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715481
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001349
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314164
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65775
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036898
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457294
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925877
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457913
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0696
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75719
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52316
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40922
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44598
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68915
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10502
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45226
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90875
ÿ(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5401
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3353
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42945
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551224
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745765
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955643
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18269
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429029
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692765
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976568
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627894
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003911
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420652
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884962
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417433
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02361
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7048
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46298
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33931
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36356
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57982
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9735
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31887
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78419
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37843
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12878
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16636
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536271
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729683
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93827
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163871
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40861
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670365
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952167
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260286
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598546
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971488
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384627
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846721
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377637
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978431
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65347
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40402
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27089
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28317
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46878
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84541
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19854
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6637
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19727
ƒ(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92816
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91309
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521515
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713801
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921101
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145328
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388477
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64837
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928168
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234007
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569689
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939618
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349255
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812005
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338537
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934047
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60319
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34628
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20396
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20467
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35249
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72066
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09546
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54725
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0223
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7159
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66922
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506933
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698129
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904209
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12704
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3686
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626711
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904562
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208178
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541263
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908267
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31453
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777917
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300164
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890511
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55391
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28978
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13845
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12792
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24161
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58708
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99561
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43465
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85333
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51115
‚(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43439
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492593
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682674
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887557
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109008
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349063
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605371
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881288
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182784
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51338
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87749
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282752
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744398
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262439
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84779
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50564
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23442
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07442
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05289
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13358
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45358
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87059
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32589
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69012
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31362
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20826
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478447
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667431
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871124
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091255
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329803
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584395
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85847
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157773
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485951
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84726
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253304
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711495
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225402
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805837
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45837
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18031
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01176
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9796
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02835
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32357
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70663
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2218
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5325
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12308
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99054
ƒ(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464461
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652406
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854934
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07374
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310809
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563789
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836005
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133216
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459005
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817565
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22438
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679154
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189091
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764697
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41214
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12735
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95057
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89672
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92581
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19705
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54768
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17278
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40155
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93925
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78086
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80256
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450668
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637605
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838966
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056469
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292091
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543483
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813908
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1091
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432542
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790722
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195942
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64743
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153418
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724336
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36335
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0755
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89069
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81112
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82594
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06018
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3936
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12665
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34898
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70202
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57899
„(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58086
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437121
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623004
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82324
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039489
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27366
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523564
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792229
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085416
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406559
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76556
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168028
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616266
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118428
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684745
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31248
