¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.95, 14.77, 252.91) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.963476
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.73174
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.71014
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.69076
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.67348
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.65841
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.64548
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.63464
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.62592
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.61931
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.62232
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.68615
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97691
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208529
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460218
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734462
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034499
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356524
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704155
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087892
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513604
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003533
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566668
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20707
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87142
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06356
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.83384
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.73817
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.70784
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.68529
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.66497
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.64679
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.63072
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.61686
â(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.60506
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.59538
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.58782
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.58993
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.64717
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.8254
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981584
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213642
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46574
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740536
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041112
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361421
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70953
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09383
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520238
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014696
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579303
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21831
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91124
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70807
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.88842
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.77641
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.74349
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.71977
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.6983
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.67897
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.66185
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.64686
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.63402
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.62328
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.61468
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.61666
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.67915
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.92259
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986309
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218745
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471319
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746588
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047794
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366395
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714997
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09991
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526979
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025925
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592023
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22804
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92236
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7274
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72279
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.91205
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.86516
¯(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.83892
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.81486
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.79309
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.77368
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.75645
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.74138
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.72852
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.71792
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.72114
(422.66, 14.75, 253.00) (396.60, 8.11, 251.33) (0.81, 2.16, 0.81) Human 10.82204
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991082
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223934
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476938
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752748
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053886
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371492
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720616
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106132
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53457
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037271
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60488
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23799
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93374
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74696
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74583
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86238
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29235
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81735
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59999
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87976
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.48605
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995881
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229133
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482608
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75894
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058661
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376701
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726366
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112474
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544727
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048697
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617836
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24812
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94537
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76667
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76909
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93937
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8595
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85466
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63702
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92518
¡(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.54273
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00071
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23437
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488309
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76518
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063484
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382014
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73221
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118946
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554985
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060251
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630932
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25852
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95946
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78657
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79258
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96979
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32458
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01126
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67625
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97182
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5746
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005569
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239666
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494058
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771449
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068432
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387429
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738138
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125504
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56531
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071873
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644088
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26909
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97847
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80664
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8163
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00065
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36178
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78982
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72483
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01476
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60876
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.88478
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.88634
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.89101
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010483
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244996
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499834
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777769
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073434
¿(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392933
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744241
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132257
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575731
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083604
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657362
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28312
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99771
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82691
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84024
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03194
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39733
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94705
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81371
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05449
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6527
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.56457
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.5661
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.57066
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015409
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250312
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505662
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784163
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078557
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39854
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750412
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139091
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58622
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095392
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670782
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30009
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01723
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84737
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86437
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06366
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42188
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.45398
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.43237
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.41364
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69393
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.25993
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.26143
(422.66, 14.75, 253.00) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 15.26591
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020393
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255724
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511542
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790539
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083772
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404267
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756714
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146044
å(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596771
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107284
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684251
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31732
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03698
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86793
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88871
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09579
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.22285
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.1988
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.17758
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.15918
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.14359
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.76974
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.76198
(422.66, 14.75, 253.00) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.7571
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025363
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26115
