¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334188
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322235
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526767
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749181
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991464
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259122
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558032
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888393
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255078
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6648
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12532
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643864
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239524
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66884
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52459
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53222
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57624
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13204
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44424
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38577
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81075
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37791
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98619
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59851
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.505419
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.646343
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.797334
İ(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.959467
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133978
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322284
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526799
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749216
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991502
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258662
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557521
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887829
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254503
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664141
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124579
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643988
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239666
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66758
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5231
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5182
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55766
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08164
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1188
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02222
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54325
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94622
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52583
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13078
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.50561
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.646554
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.797561
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.95971
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.13424
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322567
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527082
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749523
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991837
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258506
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557343
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887631
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254338
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663942
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124353
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644692
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931736
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66713
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52258
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50372
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54066
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82205
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82669
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67641
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31315
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64191
ß(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09085
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68383
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.505903
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.646942
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.797975
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.960155
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134718
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323085
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527614
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7501
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992466
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258651
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557496
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887801
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254585
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664199
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124643
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293146
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932068
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66753
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52302
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49056
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49396
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57303
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63081
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34714
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09224
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41257
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74866
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2453
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.506351
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.647503
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.798578
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.960801
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135414
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323837
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528395
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75095
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993392
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259098
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557981
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888337
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255232
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664913
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125447
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294106
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933114
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66872
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52444
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47878
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37595
ã(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33399
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44233
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03333
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88006
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19241
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51996
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86384
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.506955
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.648242
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.799368
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.96165
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.136328
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324826
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529428
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752071
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994614
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25985
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5588
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889244
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256238
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666084
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735286
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295642
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934897
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67078
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52685
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39161
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26163
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10441
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26099
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81553
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59647
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.981
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3005
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6358
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.507714
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.649156
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.800347
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.962701
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.13746
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.326048
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.530711
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753464
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996132
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261446
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559949
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890515
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257654
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241854
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737216
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297805
ò(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937371
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67367
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52477
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29494
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15089
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95286
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08646
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62806
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27889
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77795
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08985
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41701
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.508629
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.650246
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.801515
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.963954
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138809
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327506
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532243
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755129
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997947
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263432
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561432
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892156
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80306
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244061
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73965
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300612
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940585
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67737
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51262
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20123
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04361
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83456
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91842
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44775
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01923
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58292
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88755
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.207
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509699
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.651512
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.80287
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.96541
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140375
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329197
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534026
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757065
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000058
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265741
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563247
‡(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894165
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805481
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246759
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742712
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304072
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944556
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67189
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50152
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13068
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93971
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72031
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67816
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27427
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83269
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39553
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69326
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04161
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.510925
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.652952
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804413
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967068
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142159
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331122
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536058
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759274
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002465
(375.80, 14.72, 295.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268376
