¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702877
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4071
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34355
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346196
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6328
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954276
¢(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320324
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728087
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196445
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730755
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363461
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12427
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04199
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33634
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36071
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9896
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343681
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630035
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951033
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316715
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724013
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191591
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725224
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356431
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11704
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03437
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32151
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31077
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61636
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341034
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627129
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947566
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312857
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719666
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186369
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.719275
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.348822
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10898
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02559
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30508
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25733
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33195
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338257
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624077
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943871
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308746
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71504
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180779
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712908
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.340629
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10008
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01566
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28707
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20052
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04143
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335346
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620882
 (382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939954
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304385
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710139
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174827
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706126
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331857
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09035
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00458
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26749
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14041
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77321
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332308
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617545
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935814
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29978
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704967
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168512
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698937
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.322519
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07981
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99236
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24637
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07313
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48756
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329139
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614066
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931455
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294928
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699524
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.16184
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691342
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312613
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06846
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97902
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22373
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98774
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20852
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325842
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610447
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926874
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289831
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693815
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154814
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.683343
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302148
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0563
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96456
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19958
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89866
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03007
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32242
Ì(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60669
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922079
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284495
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68784
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147436
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674944
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291128
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04335
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.949
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17396
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84714
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85735
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31887
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602794
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917067
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27892
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681603
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139709
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666151
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279562
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02961
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93234
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14688
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79458
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68122
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.15804
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.1272
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.10124
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.08026
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.07273
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315194
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598762
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91184
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273107
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675105
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131636
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656967
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267452
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01509
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91461
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11696
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73964
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50204
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.1259
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.1015
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.08197
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.06736
(382.43, 13.77, 259.92) (382.32, 8.64, 300.37) (0.81, 2.16, 0.81) Human 24.06467
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311396
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594593
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906402
¨(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267059
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668347
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123221
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647395
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254805
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999805
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89686
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0791
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68241
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97033
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307476
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590292
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901051
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260779
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661337
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11447
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63744
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241634
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.983764
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87906
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03944
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62297
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58587
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303435
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585859
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896166
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25427
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654074
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105387
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627112
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227942
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966973
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86045
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99799
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56138
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30751
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299273
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581293
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891137
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247532
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64656
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095973
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616408
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213736
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.949445
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84102
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97028
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49772
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1176
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294994
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5766
æ(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885967
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240571
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638803
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086236
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605338
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199028
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931196
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8208
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94225
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43207
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92444
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290595
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571776
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880654
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233386
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630799
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076177
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593905
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184399
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912231
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79979
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91302
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37395
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72839
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.60426
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.55906
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.52403
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.49671
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.47707
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28608
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566827
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875204
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225982
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622557
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066321
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582114
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170882
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892567
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77801
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88263
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32633
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50218
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.35667
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.3129
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.29472
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.28091
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.27146
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.26658
(382.43, 13.77, 259.92) (384.17, 9.33, 297.18) (0.81, 2.16, 0.81) Human 21.41213
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281452
(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561754
Ï(382.43, 13.77, 259.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869616
