¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07781
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327387
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503378
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692521
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896326
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1165
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355062
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.417455
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.250491
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.226492
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.203882
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.18753
ë(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.001726
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.039109
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.41875
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.388959
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.272366
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.734192
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.738124
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.743374
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.749953
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.757861
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.047895
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3839
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04761
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76867
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56311
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56544
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.160662
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324548
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50034
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689266
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892815
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11269
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.346438
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.319374
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.29376
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.26957
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.562012
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.794332
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.82778
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.927679
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.204698
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.176173
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.060483
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.82466
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.285111
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.292004
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.300334
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.310112
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.701962
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3642
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02121
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73901
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51229
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40803
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.158163
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32191
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497486
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686222
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889517
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109177
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347089
õ(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.364712
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.338889
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.314499
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.549712
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.631976
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.663414
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.032958
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.004006
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.816557
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.860578
(396.91, 13.77, 246.86) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.29003
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.428102
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.939472
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.950109
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.962329
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73659
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3465
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99693
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71232
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48725
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33682
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155881
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319447
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49488
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683389
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886508
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105905
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343546
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.411978
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.385935
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.361337
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.450236
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.478307
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.507897
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.84334
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.815511
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.630113
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.671711
(396.91, 13.77, 246.86) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.134265
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40006
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.714961
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.728694
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.744179
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.761433
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32691
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97549
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68882
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46562
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31292
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153764
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317206
İ(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492471
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680789
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883683
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102875
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340278
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598227
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.434962
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.410147
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.386763
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.364785
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.693287
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.664969
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.638179
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.453671
(396.91, 13.77, 246.86) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.804051
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62917
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98897
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.678415
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.698383
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.720342
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3348
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9569
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66841
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44744
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29281
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151837
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315139
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490243
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678419
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881145
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10011
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337285
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594976
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.845892
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.615374
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.583425
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.553055
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.524231
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.49692
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.250973
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.286496
(396.91, 13.77, 246.86) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.605208
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.552
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22251
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9658
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47533
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03277
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71747
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39447
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97759
í(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65111
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43262
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12451
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150084
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313279
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488234
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67627
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878813
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097594
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334574
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592048
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.634999
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.452826
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.421942
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.392593
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.364746
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.338371
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.094243
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.127924
(396.91, 13.77, 246.86) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.416656
(396.91, 13.77, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.27908
(396.91, 13.77, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.24714
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88956
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45215
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01368
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74807
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45718
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04556
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68705
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41956
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57294
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148508
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311576
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486456
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674361
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876725
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095329
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332135
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.558865
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.330721
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.299304
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.269412
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.816654
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.799683
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.783762
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.76887
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.754997
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.957479
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.356654
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.032574
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.043934
ğ(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.464637
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04318
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78102
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52309
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11698
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7647
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07934
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05124
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147143
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310117
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486343
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674652
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875226
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093363
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329964
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.368694
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.184568
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.154118
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.836658
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.818612
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.801633
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.785703
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.111053
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.537234
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.947797
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.425472
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.988053
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.660235
(396.91, 13.77, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.477325
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07483
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81641
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59224
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19192
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84622
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58392
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.55721
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145934
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.309269
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486458
