¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967185
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210577
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684716
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275974
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955704
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62366
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2909
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97212
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63586
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20341
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15691
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72944
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777519
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08528
µ(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423829
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797967
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213486
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693479
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286013
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929419
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58533
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24676
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99884
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6003
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07512
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79469
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38558
(434.47, 15.16, 325.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07867
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647316
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841828
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051463
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254724
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461645
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68402
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923673
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182592
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463127
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780126
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114117
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427185
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767182
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13766
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547816
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0918
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64744
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27013
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81627
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21094
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63544
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09315
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30076
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3439
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61164
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63284
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826278
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034711
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239138
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444907
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666039
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9043
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161676
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440487
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768903
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105138
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417521
¹(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756686
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126186
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572896
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11541
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67376
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29381
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82003
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21493
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63972
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08963
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45954
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38686
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28377
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618553
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81095
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018143
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223876
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428565
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648499
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885416
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141272
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418386
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758033
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096865
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40851
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746971
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115597
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598777
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14003
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70123
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29976
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82556
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22086
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64605
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24661
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79649
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43312
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96976
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604502
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795815
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001835
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209049
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41264
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631389
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86701
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121426
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396872
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747513
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089238
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400293
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738029
º(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105883
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625381
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16573
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72989
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30701
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83282
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22866
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65443
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40966
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84258
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48279
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66884
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02778
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590653
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780918
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985806
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194529
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397121
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614761
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849073
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102071
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383854
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737274
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08231
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39278
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729888
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104759
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652789
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19243
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75973
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31558
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84189
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23834
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20597
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57897
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89186
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28667
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38632
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10086
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576971
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766252
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97002
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180454
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382058
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598545
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831653
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083254
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374901
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727429
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076047
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386024
·(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72251
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129727
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680949
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22021
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78303
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32543
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85273
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24997
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37334
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34537
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94437
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06182
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13373
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2946
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563531
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751782
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954439
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16673
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367357
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582761
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814654
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064907
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366239
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717914
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070448
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37999
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715983
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155412
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709856
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24906
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79319
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33662
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8654
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2635
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54711
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39719
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00015
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84551
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14737
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550299
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737583
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939143
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153378
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353039
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567431
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798152
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047134
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357919
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708722
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065507
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374652
¹(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710186
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181738
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739584
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27899
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8045
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34914
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87984
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34992
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88976
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45217
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19838
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17545
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18465
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537269
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723595
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924064
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140358
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339153
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552517
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78214
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031647
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349883
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699907
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061283
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37003
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710105
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208783
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770084
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31003
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81703
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36299
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89613
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51851
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23171
(434.46, 15.10, 325.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11332
