¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997151
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41949
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.775964
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.893456
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.019304
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.154396
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.299751
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.456548
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.626149
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.810143
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.010398
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.229114
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.468912
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.732932
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.024972
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.351226
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.691469
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.102394
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.577455
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.122321
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.757557
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.507892
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18995
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67961
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79566
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42854
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.787828
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.906134
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.032881
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.168968
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.315431
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.473464
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.64445
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.830007
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.032029
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.252757
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.494858
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.761533
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.056652
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.387433
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.722986
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.132792
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.612131
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.16224
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.799904
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21472
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25793
ó (382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78644
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79909
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43958
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.799906
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.919045
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.046709
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.183815
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.33141
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.490707
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.663114
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.850269
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054103
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.276895
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.52136
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.790759
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.091336
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.424472
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.755294
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.163956
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.647701
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.203219
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.847626
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27022
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33545
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86845
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80449
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45257
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.8122
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.932187
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.060791
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.198937
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.347691
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.508283
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.682142
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.870935
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.076624
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.30153
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.54842
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.820618
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.1253
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.462357
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.788403
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.195896
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.684178
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.245275
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.896639
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35591
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42243
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93931
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81185
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46759
!(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.824709
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.945564
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.075128
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.214338
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.364276
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.526191
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.701538
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.892008
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.099599
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.326674
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.57605
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.851122
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.160012
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.499707
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.822325
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.233645
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.72158
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.288426
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.946971
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44392
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51168
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01236
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82115
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.837437
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.959178
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.089721
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.230019
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.381168
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.544438
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.721305
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.913493
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.123033
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.352329
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.60426
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.885957
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.195487
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.529204
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.857075
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.272804
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.759919
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.332691
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.998648
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53425
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60317
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08765
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83239
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.850383
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.97303
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.104573
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.245982
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.398369
Œ!(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.563025
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.741448
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.935394
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.146929
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.378505
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.633051
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.918578
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.231736
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.559578
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.892664
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.312936
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.799211
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.378089
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.051694
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62701
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69706
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16521
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84559
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.863549
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.98712
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.119686
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.262228
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.415882
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.581954
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.76197
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.957716
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.171295
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.405207
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.666546
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.951887
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.268775
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.590842
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929109
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.35406
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.839472
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.424645
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740109
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71144
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79333
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24504
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87603
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.876936
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.001449
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.135059
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.278761
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.433708
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.601227
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.782873
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.980461
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.196134
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.432439
!(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697274
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.985894
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.306612
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.62301
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.966422
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.396189
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.884108
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.472374
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820661
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78277
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.892
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32728
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01666
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.890544
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.01602
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.150694
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.295582
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.451849
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.62085
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.804163
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.003635
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.221452
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.46081
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.728622
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.020609
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345262
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.6561
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.005633
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.439345
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.933256
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.521302
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903175
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85608
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99325
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41193
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15152
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.904375
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.030833
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.166596
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.312692
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.47031
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.640824
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.825841
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.027244
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.247256
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.493669
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.760603
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.056046
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.384741
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.691453
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.046048
û (382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.483546
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.983636
