¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (412.69, 12.50, 330.96) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 9.650428
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.094851
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.081168
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.594521
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.052391
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.073795
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.959649
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.952451
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.946622
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.942155
„!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.939045
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.937291
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.936888
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.937839
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.940142
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.943802
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.948822
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.955204
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.607453
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.690727
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.279566
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.291989
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.30588
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.321256
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.338129
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.165185
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.146381
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.128881
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.112671
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.09773
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.084044
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.578266
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.346868
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.999118
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.927656
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.920426
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.91456
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.910049
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.906889
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.905078
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.904614
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.905494
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.907724
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.911302
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.916233
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.922521
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.644491
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.654444
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.245154
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.257449
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.271206
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.286439
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.303162
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.169227
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.150417
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.132915
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.1167
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.101757
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.088071
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.560982
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.125669
ı (413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.565215
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.897252
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.889994
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.884092
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.87954
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.876332
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.874469
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.873946
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.874762
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.876921
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.880422
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.88527
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.891467
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.610132
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.382984
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.21246
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.224636
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.238265
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.253363
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.269945
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.174423
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.155608
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.1381
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.121881
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.106936
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.093247
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.542689
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.155755
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.374515
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.868405
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.86112
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.855184
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.850594
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.847343
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.845429
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.84485
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.845607
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.847697
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.851126
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.855896
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.86201
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.333119
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.587273
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.35566
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.35417
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.354116
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.355494
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.35831
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.180782
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.16196
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.144446
‚!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.128223
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.113273
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.099583
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.523411
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.184648
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.225847
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.841086
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.833776
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.827808
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.823181
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.81989
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.817929
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.817299
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.817997
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.820026
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.823387
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.828081
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.834116
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.546677
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.55631
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.567446
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.35309
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.594268
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.763488
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.50214
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188308
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.169476
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.151956
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.135726
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.120772
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.10708
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.503169
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.177693
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.168195
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.815266
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.80793
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.801935
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.797275
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.793944
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.791941
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.791261
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.791905
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.793875
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.797172
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.801799
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.807759
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.614522
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.624184
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.635361
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.83465
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.045599
ƒ!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.320403
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.197007
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.178166
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.160636
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.144401
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.129443
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.115746
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.490517
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.122327
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.112784
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.790917
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.78356
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.777538
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.772846
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.769479
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.767435
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.76671
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.767305
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.769219
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.772456
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.777017
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.782907
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.58667
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.596243
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.607326
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.352361
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.62536
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.206889
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188037
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.170498
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.154255
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.139293
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.125592
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.510611
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.069125
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.776733
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.768016
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.760638
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.754591
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.749871
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.746471
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.744388
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.74362
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.744169
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.746032
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.749211
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.753713
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.759537
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.560481
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.56997
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.580963
„!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.858779
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.876441
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.217962
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.199098
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.181549
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.165298
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.150329
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.136625
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.529625
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.018021
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.755271
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.74654
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.739143
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.733073
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.728324
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.724894
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.722776
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.721968
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.722473
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.724288
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.727416
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.731861
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.737624
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.535923
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.545335
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.556243
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.59688
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.817051
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.035691
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.230238
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.21136
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.1938
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.177541
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.162564
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.148856
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.547525
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.007897
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.735212
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.726467
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.719052
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.712961
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.708188
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.704727
