¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(444.36, 14.31, 266.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.62282
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053288
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146987
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255867
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396832
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544397
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698994
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860987
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030972
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209424
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07422
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34782
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46436
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730306
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968883
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107889
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213533
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351858
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496563
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648091
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806866
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973392
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148121
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24501
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62278
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90346
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738045
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04896
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173342
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309057
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451063
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599689
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755384
¶(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918579
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089791
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26955
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76557
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60818
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09131
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745608
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11106
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268391
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407772
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553633
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706356
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866401
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034257
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210403
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53416
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1763
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57903
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28019
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752947
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117308
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366567
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509775
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659691
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816726
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981352
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154075
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3354
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70557
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35534
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54898
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46991
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760054
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123344
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400642
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615232
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769405
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930958
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100372
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278208
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465014
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88249
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38484
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51806
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66046
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766945
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129175
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417505
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691805
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8829
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049201
È(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223679
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406879
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36019
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24294
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38555
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48625
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773625
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134839
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434824
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710339
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000362
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171638
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351418
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540304
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52487
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73616
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37616
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4536
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780069
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140263
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452568
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729342
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026714
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298477
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48383
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03553
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69463
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05219
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36663
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43883
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.01074
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.98979
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786292
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1455
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470773
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748849
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047636
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369433
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621136
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18896
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86967
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11641
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35696
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.01679
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.99026
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.96654
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.94563
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.92748
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.9121
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791655
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150537
è(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489408
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768823
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069096
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392563
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741915
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34686
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05019
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18165
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.00479
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.97546
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.39596
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.75703
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.89407
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.75093
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.11755
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.85828
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796042
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155338
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508485
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78927
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091057
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416222
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760102
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50941
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23645
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24793
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.96634
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.41212
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.06207
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.57824
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.89491
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.91135
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.44202
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.82003
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.81011
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800216
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159941
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528014
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810215
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113558
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44045
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774719
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67676
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5467
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31527
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.93077
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 14.85312
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.74714
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 16.47569
(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.57972
(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.55951
ş(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.54277
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 15.68644
(444.62, 14.33, 266.09) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.77474
(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.51316
(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.51014
(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.51053
(444.62, 14.33, 266.09) (443.66, 9.03, 233.87) (2.44, 2.61, 2.44) Tools 17.51433
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804212
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164347
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54799
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831634
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136589
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465269
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790062
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84911
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75765
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.77248
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.74412
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.71817
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.69462
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.67343
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.65458
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.63807
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.62386
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.61194
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.60231
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.59496
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.58987
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.58705
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.58648
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808018
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168543
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565684
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853544
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160146
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490661
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806144
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67926
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.57711
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.54713
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.51955
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.49433
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.47146
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.4509
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.43265
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.41667
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.40296
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.3915
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.38228
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.37529
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.37052
÷(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.36797
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.36764
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811636
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172502
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570071
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87595
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184239
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516621
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822938
(444.62, 14.33, 266.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49792
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.44342
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.4137
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.38635
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.36134
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.33864
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.31824
(444.62, 14.33, 266.09) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 11.3001
