¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(431.26, 10.27, 363.16) (406.74, 2.18, 365.97) (8.55, 3.22, 4.37) Truck 5.238613
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395544
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497733
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60416
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714993
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830403
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961882
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125143
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565785
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415423
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600719
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80031
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015842
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249329
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502965
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779437
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081915
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414154
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544885
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606863
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671358
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738448
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8083
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88094
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95654
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037393
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124773
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215692
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310333
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408826
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511332
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618105
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729285
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845135
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966626
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143831
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586266
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422808
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608667
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808854
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0251
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259362
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513864
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79135
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094935
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42846
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58429
¹(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659912
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725433
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793672
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86465
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938481
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015306
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095243
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178351
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264871
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354836
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448464
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545914
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647318
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752936
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862873
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982778
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164415
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608939
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.430342
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616745
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817568
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034543
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269568
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524987
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803456
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108237
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443116
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591627
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71495
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781629
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850971
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923177
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99824
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076365
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157637
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242177
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330136
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42164
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516844
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615939
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719089
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826461
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938287
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054771
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225528
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671106
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438029
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625016
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826488
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044147
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280012
¹(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536313
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81585
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121799
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456026
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599957
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751074
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839922
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910499
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983916
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060287
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139784
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222437
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308425
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39793
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491049
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587906
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688725
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793699
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902967
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016793
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147523
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313649
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752348
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445844
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633422
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835585
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053976
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290641
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547904
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828508
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135662
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46493
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609258
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760775
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900381
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972237
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046969
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124719
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205606
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289745
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377287
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468385
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563134
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661755
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764406
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871257
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982533
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09841
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257036
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427198
(431.26, 10.27, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837083
¸(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942883
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259544
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537133
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813528
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112589
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478714
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920697
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419758
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.045
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76138
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6072
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31698
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15833
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12604
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25055
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79371
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29688
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62342
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61914
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67494
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04904
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26773
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49519
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73184
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9781
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23429
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50304
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78418
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930617
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246073
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536775
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813139
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112189
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436737
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851826
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336288
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939753
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65428
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59391
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23239
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0616
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01427
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12012
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59802
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21313
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48075
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57651
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63186
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14686
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36756
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59718
¶(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83605
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0846
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34318
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61228
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89236
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918278
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232474
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536608
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812965
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111977
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436529
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789908
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260576
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83646
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58678
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5811
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21169
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9665
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9046
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99838
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41196
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13157
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38731
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54035
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59183
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24967
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47253
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70439
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9456
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19658
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4577
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73579
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02674
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905807
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218787
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536654
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813002
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112055
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436601
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789999
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186095
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735076
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51938
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51426
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19798
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90216
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79697
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89618
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27627
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05216
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30289
´(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52863
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55486
