¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.63969
£(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78535
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.20588
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.15918
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.14015
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.12499
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.11366
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.10617
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.12087
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457877
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655071
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868203
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096268
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337277
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599475
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843831
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077516
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329213
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811761
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410501
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894895
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154225
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430927
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726913
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04407
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20933
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89814
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93524
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69177
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83077
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.33405
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.27291
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.2597
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.25051
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.24533
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.24428
(380.42, 7.32, 349.39) (355.76, 1.10, 372.70) (0.81, 2.16, 0.81) Human 19.2734
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451903
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648627
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861252
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089898
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330364
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591944
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826008
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058352
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30862
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742977
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330599
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886997
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145802
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422014
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717394
‚(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0339
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21751
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90727
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95901
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74173
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87487
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15924
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446062
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642316
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854465
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083676
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323622
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58461
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808711
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039804
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288643
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67526
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251974
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883977
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13848
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414231
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709089
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02503
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2269
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91775
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98429
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77132
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91769
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11539
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440326
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636124
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847736
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077088
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317074
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577444
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791931
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021848
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269295
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608466
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17461
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862263
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135777
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407585
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702051
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0175
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2375
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93038
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01107
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79994
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96608
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05727
€(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434704
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630059
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841127
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069944
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31069
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562691
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7757
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004421
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25058
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542688
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098488
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768046
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135359
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405251
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696166
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01119
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24931
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9826
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04565
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82762
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03958
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98829
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429144
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62407
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834684
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062909
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30448
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548042
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760006
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987591
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232473
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496653
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023579
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675279
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136049
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405951
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694279
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00624
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3442
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03613
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09536
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85427
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11194
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92145
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41541
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618214
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828352
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056069
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298452
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533816
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74483
„(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971298
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214964
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47779
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949882
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583943
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137806
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407852
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696241
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00493
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34025
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09103
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14658
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87994
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0628
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85677
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397532
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606666
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822129
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049318
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292605
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520134
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730133
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95557
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19807
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459594
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877382
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494035
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140631
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410838
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699469
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00834
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33965
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14728
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15869
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86771
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01523
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79419
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379805
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587442
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812964
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042703
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286932
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50688
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716003
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940403
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181757
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442043
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806079
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40557
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144556
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415019
…(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703893
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01306
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34469
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20494
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12953
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83154
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96922
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73374
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.36218
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568374
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792253
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036072
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281417
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494149
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702367
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925797
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16609
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425111
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735908
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322176
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130701
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420292
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709537
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01911
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35113
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.264
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10131
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79658
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92478
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67535
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344759
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549523
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771715
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013686
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275096
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481859
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689223
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911693
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150937
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408821
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687564
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242117
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027296
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42678
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716416
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02646
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48628
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32448
