¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325399
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86646
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28432
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750875
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251354
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807301
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45236
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05796
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73397
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79593
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57277
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9716
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42646
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97089
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50051
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20212
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31454
¤(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95104
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939299
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17688
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867891
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164707
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48988
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864373
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281989
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748254
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248532
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804119
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44857
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10041
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81632
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80926
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71618
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1239
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61828
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14504
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55322
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85937
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41718
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15149
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937582
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175014
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866346
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163073
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488114
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862267
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279595
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745621
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245778
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800986
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44474
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14371
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89926
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82292
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86446
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28579
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80988
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29729
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79552
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95998
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52714
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35916
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935869
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173151
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431501
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16145
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486304
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860079
¦(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277201
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742887
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24307
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797925
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44079
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18793
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97598
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83697
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01778
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47715
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95729
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45488
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09468
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0694
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64221
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57437
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934154
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171288
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429469
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159864
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484571
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857826
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274721
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740117
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240383
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79489
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43675
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20558
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98845
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85129
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17641
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63629
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10974
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4166
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57831
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18376
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76245
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79739
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932443
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169427
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427441
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158289
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482829
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855572
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272215
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737307
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23772
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791899
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43262
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20082
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00121
¢(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86601
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26965
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78392
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26742
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70658
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58619
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3031
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88795
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92658
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930734
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16757
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425415
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707122
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481121
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853274
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269617
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734413
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235112
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788971
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42845
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19599
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01425
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88105
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25404
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93653
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43051
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00839
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59739
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40968
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1027
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929027
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165715
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423391
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704908
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479463
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850883
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266991
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731472
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232523
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786037
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42418
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19106
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02761
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89643
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23842
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09427
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59925
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32267
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61187
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42524
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25667
Š(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927322
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163863
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421372
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702699
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011523
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848505
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264327
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72846
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229965
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783184
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41983
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18602
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04123
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91215
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22283
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25741
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62778
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4351
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62971
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44437
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36499
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925621
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162014
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419356
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700353
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009116
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846045
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261583
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725214
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227479
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780378
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41543
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17984
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03237
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92824
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20722
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42607
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70458
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22556
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64719
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46714
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4782
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923923
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160171
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417346
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698143
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006716
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346591
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258824
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719476
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222903
’(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77758
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41093
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17027
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02129
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9446
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19166
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60058
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78312
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.022
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65767
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5954
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59645
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922231
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158331
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415339
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695961
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004316
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343943
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256037
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713707
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216469
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774853
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40635
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16073
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01018
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96137
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17613
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58631
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86339
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93032
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67036
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7438
(434.97, 13.83, 289.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71976
