¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ (421.70, 14.88, 245.63) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 15.63814
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345369
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61174
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847864
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100791
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372211
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759236
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045759
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15482
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268345
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386581
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509759
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638107
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771893
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911414
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05698
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20889
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47028
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67269
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88519
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15468
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4783
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82361
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741935
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027591
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339997
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586775
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821213
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072234
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341646
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698092
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972435
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07947
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190878
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306906
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427761
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553699
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684948
¹(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821791
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964525
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11349
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26898
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49885
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78082
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08058
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39978
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74027
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16147
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737399
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022645
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334608
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562389
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795203
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044446
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311803
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63785
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901573
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006678
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116092
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229992
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34862
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472241
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601064
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735358
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875395
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02116
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17321
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43498
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7134
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00934
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32434
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66022
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07938
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732826
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017625
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322122
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538593
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769828
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017301
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282702
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578545
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833117
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936331
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043823
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155713
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27225
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393659
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519991
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651391
¹(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788412
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931369
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08054
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37356
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64864
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94087
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25188
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58337
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0006
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728186
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012559
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300323
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515383
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745068
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990834
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254357
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537596
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766987
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86843
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974075
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084026
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198177
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317024
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440873
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56992
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704474
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844812
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991255
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26664
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58642
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87513
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18229
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50963
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92506
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40131
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723485
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007457
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279059
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492764
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720911
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965041
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226724
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507918
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703088
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802707
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906204
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013895
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12606
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242864
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364547
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491346
¹(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623565
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761386
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905222
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15499
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52666
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81205
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11555
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4389
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85266
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32305
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718972
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00226
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258348
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470708
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697406
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939911
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199818
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47087
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640723
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738483
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840272
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946187
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056487
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17132
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290944
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415617
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545539
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681034
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822337
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04721
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46148
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75151
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05155
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37108
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78335
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24809
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715104
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997013
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238126
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449194
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674487
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915402
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164727
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388473
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569431
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676526
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776663
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880876
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989355
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102341
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220025
º(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342621
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470371
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603586
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742514
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943148
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34858
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6935
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99024
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30617
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71697
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17646
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711174
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991716
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218435
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428278
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652167
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882604
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089108
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308369
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498747
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608425
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715277
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817882
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924642
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035813
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151604
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272223
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397929
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528992
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665646
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842649
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23968
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63799
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93156
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24401
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65357
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10797
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60178
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707237
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986349
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199298
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407892
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621943
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813046
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01558
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230513
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430408
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538044
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650215
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757105
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86224
µ(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971673
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085688
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204452
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328165
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457139
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591621
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74561
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13455
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55801
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87541
