¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(428.39, 14.87, 251.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407079
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44867
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63638
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02839
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.93215
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.90784
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.06325
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.02648
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.9928
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550009
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847153
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177094
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533685
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92919
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374959
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868106
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425897
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74213
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50047
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37659
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40004
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57339
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.98579
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.97898
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.99
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.00395
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.02086
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.04075
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.96648
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535874
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833526
Ÿ(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160105
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514884
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910522
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352015
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842287
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397225
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70737
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46476
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33513
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34499
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51054
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.18382
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.19262
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.2044
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.21916
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.23693
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.25772
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.13788
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.0564
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.96474
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521664
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819777
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143043
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496006
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892195
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328993
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816386
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368475
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67013
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42604
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28328
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28236
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44791
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.40582
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.41539
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.42799
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.44361
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.46229
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.48403
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.29151
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.21477
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.10093
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.48078
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508071
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805911
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125913
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477059
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873462
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305899
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790413
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.339656
¡(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.957928
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38008
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22999
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21991
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38548
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.6374
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.6478
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.66126
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.6778
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.69745
(428.68, 14.89, 251.43) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.72021
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.29418
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.01232
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.2992
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.67052
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495349
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79192
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108721
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458047
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852733
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282738
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.767576
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310775
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924989
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33422
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17688
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15768
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31338
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65518
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.89857
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.91296
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.9305
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.95119
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.97505
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.0021
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.14948
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.14172
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.13848
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482527
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776246
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091471
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440848
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831945
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25952
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744187
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.281844
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893461
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28845
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1239
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09567
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23985
­(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58557
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.15199
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.16739
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.18597
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.20777
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.23278
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.26105
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.29284
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.36651
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.28192
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469606
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760517
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074164
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423922
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811102
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236249
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718559
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252867
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860189
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2428
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07112
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03395
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16667
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51601
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.41677
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.43323
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.45294
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.47591
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.50216
(428.68, 14.89, 251.43) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.53173
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.44256
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.5168
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.5283
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456593
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744743
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056812
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406889
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790215
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212932
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692891
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223855
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826924
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50441
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01852
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97246
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09388
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41639
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.72796
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.67937
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.63429
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.64834
«(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.67262
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.70022
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.59885
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.67367
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443488
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728924
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039415
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389751
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769282
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190629
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667185
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194812
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793674
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4663
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96611
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91124
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02144
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32658
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.85983
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.87527
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.89402
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.91612
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.94159
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.97044
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.76188
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.83731
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.70968
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.68295
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.66107
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.64404
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.63089
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.4565
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430299
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713064
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022928
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372492
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748314
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169913
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641454
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.165751
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.760448
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42824
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91391
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85031
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94943
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23754
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75318
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.15277
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.17268
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.19599
(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.22273
§(428.68, 14.89, 251.43) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.25291
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.93187
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.2481
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.55099
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.54429
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.54238
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.54526
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.55292
(428.68, 14.89, 251.43) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.50862
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416867
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69717
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007275
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353562
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727315
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.149094
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615702
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139214
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.727257
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39394
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86191
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79001
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87784
(428.68, 14.89, 251.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14931
