¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(397.00, 14.19, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.250003
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560155
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86905
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209912
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587936
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009414
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482281
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919482
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349092
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824134
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35223
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01193
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57713
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20598
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.62106
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.65001
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.62229
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15335
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.17793
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.16819
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.74126
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.75583
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.77255
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.21038
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.2122
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.557276
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773304
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008048
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26395
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543996
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848972
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188464
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565045
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984876
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45583
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922569
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356432
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836676
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37102
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91368
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46835
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08492
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17485
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.15845
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14409
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13173
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12138
Ú(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30002
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76149
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.12875
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16062
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16006
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16188
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545881
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760972
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994652
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249333
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527943
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828877
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165584
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539606
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956474
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423847
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895191
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326263
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803247
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33377
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90984
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45743
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06539
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.135
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.11868
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.10438
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09208
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08177
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.25507
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.26702
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.29058
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.31664
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534593
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748759
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981336
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234819
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512019
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808977
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142933
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514445
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928314
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392226
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868465
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2968
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770621
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29746
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91063
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45833
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06636
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09744
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08118
×(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06694
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05469
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04443
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21237
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523403
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736603
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968122
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22037
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496214
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789289
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120442
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489457
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900438
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360863
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84243
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268115
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73884
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28223
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91241
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46029
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06953
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06211
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04591
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.03172
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01952
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0093
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.1719
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512279
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724525
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955003
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206065
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478893
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769773
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098126
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464687
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872802
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329829
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817045
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240134
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707854
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28396
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91517
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46331
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20498
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.02897
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01283
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.998694
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.986539
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.976357
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.1336
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501216
Ò(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712548
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941973
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19184
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461316
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750508
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076063
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44018
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845448
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299109
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792266
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212873
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677708
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28586
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91889
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46744
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34376
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.997996
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.981914
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.967823
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.95571
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.945564
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09743
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.73345
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490263
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700637
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92905
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177743
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443894
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731423
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054179
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415895
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818333
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26871
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768139
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186312
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648294
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28801
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9236
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47266
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48597
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.969153
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.953121
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.939076
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.927002
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.916889
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06338
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.54416
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47933
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688842
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916233
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163766
Ğ(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426677
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712536
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032465
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391847
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79153
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238588
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741922
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160441
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619716
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29034
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9293
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47895
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66862
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.942411
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.926427
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.912421
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.900385
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.890303
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.03139
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.3611
(397.23, 14.21, 246.86) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 24.65707
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.081579
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677156
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903481
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149678
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409621
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69387
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010995
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368019
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764965
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208817
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708277
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135302
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591896
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29287
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.936
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59018
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91299
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.917744
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.901802
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.887835
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.875832
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.865778
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00144
(397.23, 14.21, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.18399
(397.23, 14.21, 246.86) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.94467
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.071675
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665549
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890903
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134214
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39275
Ò(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675409
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989726
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34443
