¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(424.01, 14.25, 323.10) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 17.67143
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010292
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551773
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16459
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86373
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66855
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.18996
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.16011
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.13276
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.1079
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.08548
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.0655
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.04793
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.03275
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.01995
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.00952
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.00144
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 11.99571
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 11.99232
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 11.99127
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 11.99256
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735461
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033779
ô(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353631
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704765
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092775
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523634
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004886
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54566
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15768
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85577
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65935
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.26382
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.23603
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.21074
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.18793
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.16757
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.14964
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.13413
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.12102
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.11029
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.10194
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.09596
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.09234
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.09108
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.09218
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.09563
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730628
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028456
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349966
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700717
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088288
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518669
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999291
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539364
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15051
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84761
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64988
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.38651
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.3585
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.33301
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.31353
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.29664
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.28218
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.27015
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.26053
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.25331
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.24848
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.24605
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.246
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.24835
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.25308
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.2602
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725669
ã(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022985
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34621
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696604
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083708
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513551
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993578
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532928
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1432
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83919
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64017
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58784
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.59617
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.57754
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.56827
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.56145
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.55709
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.55517
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.55571
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.55869
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.56413
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.57202
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.58237
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.5952
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.61052
(424.28, 14.33, 322.93) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 12.62834
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720603
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017442
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342364
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692323
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078996
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508341
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987722
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526288
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13564
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83055
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63018
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56123
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80416
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 13.9372
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.77131
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 15.88867
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 15.8654
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 15.84529
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.39299
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.37847
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.36755
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715425
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011765
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336999
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687959
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07417
Ü(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502935
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981677
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519503
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12794
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8217
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61994
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54799
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75414
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 13.73512
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.72747
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.12598
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.03755
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.01729
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.64286
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.62827
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.61732
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710116
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005991
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330611
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683466
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069189
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497416
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975487
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512527
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12002
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81262
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60946
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53568
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70378
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 13.90354
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.68383
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.31812
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.21666
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.19624
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.90335
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.88868
(424.28, 14.33, 322.93) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.87771
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704712
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000078
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324146
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678905
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06413
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491756
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969165
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505379
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1119
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80334
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59869
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52315
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65319
(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.10083
á(424.28, 14.33, 322.93) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.64041
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.51835
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.40303
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.38246
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699233
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994063
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317519
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673918
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058929
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485977
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962668
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498075
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10348
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79386
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58773
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51033
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60232
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67989
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52229
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.72707
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.597
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.57627
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.93979
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.91754
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.90018
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.8877
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693652
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987923
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310767
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666461
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053606
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480029
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956035
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49061
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09128
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78414
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57652
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49719
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55121
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65273
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56475
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.94469
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.79892
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.77802
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.75352
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.71212
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.67566
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.64411
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.61743
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.5956
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.5786
Û(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.5664
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687949
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981695
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303905
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658879
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048176
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474016
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949279
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482959
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.079
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77422
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56503
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48151
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51539
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62669
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60778
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.17165
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.00915
(424.28, 14.33, 322.93) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.98808
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.44187
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.40112
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.36524
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.33421
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.30799
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.28655
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.26988
(424.28, 14.33, 322.93) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 24.25796
