¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (442.44, 14.40, 262.77) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.93083
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706153
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91848
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150665
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846866
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149991
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471293
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819882
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204307
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638079
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125796
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673933
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29422
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00183
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74898
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55978
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73972
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.87298
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.88966
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.90909
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.9313
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64783
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43286
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34152
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97932
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46289
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99733
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61342
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90282
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705873
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918176
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15158
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845742
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148738
´(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469781
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818212
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202497
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639189
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127091
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675357
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29584
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00358
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76005
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57246
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.761
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.7895
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.80584
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.82491
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.84675
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74759
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59117
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51442
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22036
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74333
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29942
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08372
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705657
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152552
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408157
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147526
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468382
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81672
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203444
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640406
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128464
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67688
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29759
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00052
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77164
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58571
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.69629
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.70961
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.72562
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.74436
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.76584
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8984
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75537
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69383
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50333
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04317
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68494
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57821
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705509
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918659
´(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153579
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409277
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146398
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467112
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815285
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204676
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641771
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129953
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67861
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29952
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99767
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7837
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6004
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.62019
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.63321
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.64892
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.66734
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.68847
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05466
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92556
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95189
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80106
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35555
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16789
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705427
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919607
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154663
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410457
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689799
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465933
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814007
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205992
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643246
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131608
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680441
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30163
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99513
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78096
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61847
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.54747
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.56022
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.57564
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.59376
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.61457
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21651
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10197
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2638
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11108
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78016
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64388
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70541
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920657
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155802
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4117
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691157
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464924
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813564
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207396
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644831
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133363
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68244
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30391
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99284
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77833
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63672
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.63708
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.60836
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.58241
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.55918
(442.32, 14.43, 263.70) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 13.54405
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29279
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34846
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55029
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4341
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24891
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705626
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921758
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156999
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413004
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692584
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998225
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814949
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208946
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646525
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135302
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684606
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30564
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99078
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77598
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65505
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74819
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00961
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48213
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29516
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07643
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2385
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69188
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84811
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87521
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72574
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706449
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922911
„(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158251
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41437
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694076
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998967
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816426
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210566
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648353
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137344
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686937
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3041
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.989
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77393
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67356
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7454
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00625
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46813
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2945
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08902
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18607
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04983
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1578
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34167
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707325
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924115
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159558
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415794
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695635
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999801
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332041
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212317
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650312
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13953
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689377
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30276
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9875
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77218
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68025
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74301
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00339
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45486
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29622
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19376
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13543
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36678
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35739
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83131
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708255
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925368
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160921
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417279
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697259
”(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000724
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333057
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214174
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652384
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141842
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691982
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30164
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98624
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77075
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67854
(442.32, 14.43, 263.70) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.7319
(442.32, 14.43, 263.70) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.70114
(442.32, 14.43, 263.70) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.67317
(442.32, 14.43, 263.70) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.64798
(442.32, 14.43, 263.70) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.63275
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08832
(442.32, 14.43, 263.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66078
