¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969636
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07594
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54198
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05548
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62466
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23266
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82624
ß(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48311
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21382
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05355
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00878
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47509
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94029
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12013
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60993
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802325
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0096
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233491
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471782
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715847
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444134
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732464
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042643
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380445
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749614
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153711
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591644
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02549
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48665
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99637
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56443
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15842
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74448
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39269
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11331
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94182
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88236
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34182
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98061
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46732
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598287
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78981
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996112
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218915
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453725
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696325
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959288
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704554
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012331
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347425
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713563
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115129
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552458
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976431
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43559
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94362
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50602
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08649
Ó(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66541
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30527
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01616
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8339
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76041
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1879
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95492
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22073
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586828
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777493
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98284
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204555
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436021
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677188
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938541
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222649
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982723
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315209
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678314
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076464
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514256
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932125
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38915
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89244
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44933
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01688
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58889
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22077
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9223
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7297
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63469
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03856
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7508
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35156
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.575552
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765375
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969786
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18982
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418666
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658434
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918212
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200543
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953742
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283653
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643888
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038708
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470969
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891034
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34403
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84277
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39439
Ì(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94958
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51491
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13908
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83164
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6261
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50011
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87793
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55393
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64238
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564459
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753456
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956946
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175339
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401659
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640059
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898301
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178897
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484809
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25289
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610256
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001846
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426636
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849117
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30031
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79461
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34114
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88441
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44336
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06016
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74413
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51052
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37029
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71436
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36398
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74656
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55355
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741736
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944323
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16111
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384999
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622063
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878805
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157707
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461697
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79424
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577444
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965862
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383471
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801911
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25786
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74796
Â(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28952
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82142
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37424
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98392
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66678
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39895
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24506
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55625
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18078
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49621
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542825
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730215
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931916
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147135
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368684
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604444
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859719
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136969
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439085
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769397
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097453
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930767
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341469
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755984
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21107
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70277
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23955
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76055
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30746
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9159
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59145
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2996
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12425
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40344
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00404
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25556
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532283
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718893
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919337
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13341
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352713
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587199
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841047
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116683
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416973
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745006
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069121
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422346
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300603
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711331
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16205
¶(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65885
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1912
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70175
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24666
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85204
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51893
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21926
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00772
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25576
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83356
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02424
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521927
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707771
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906843
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119937
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337084
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570328
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822781
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096845
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395352
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720431
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04153
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392205
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776648
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667915
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11445
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60633
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14443
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64716
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19092
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7906
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44913
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.142
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91319
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12583
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66909
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78637
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511753
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696848
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894581
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106717
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321797
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553828
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804922
(352.02, 9.36, 316.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077452
