¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(337.79, 7.13, 328.05) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 17.68894
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591186
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907006
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244864
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699376
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208823
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783638
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15061
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48227
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83852
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22214
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12479
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70674
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03782
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78854
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95223
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09687
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19199
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59238
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932352
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124415
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338176
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568604
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798785
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04709
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315706
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607149
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924433
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305669
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76809
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286083
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871137
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22952
†(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56662
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92894
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31924
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13694
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88998
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18382
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93867
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14472
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34004
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46346
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98505
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931887
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123881
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338442
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580647
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81174
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061066
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33083
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62361
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942291
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343972
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819718
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354904
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960567
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31085
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65367
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02225
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41959
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14822
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07368
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33316
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09375
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34418
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59226
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78764
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931573
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123538
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338755
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593015
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825042
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075432
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346398
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64048
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960657
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382884
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863317
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404114
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01726
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38223
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73297
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11052
†(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51789
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1646
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25763
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48588
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25384
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55076
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85392
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16314
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931472
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123444
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339202
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595671
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838693
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090172
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36233
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657745
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979505
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42033
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907575
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454113
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05611
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45235
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80816
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19126
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60484
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41551
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47387
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64211
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41919
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78285
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12546
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55493
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931521
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123512
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339697
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596215
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852702
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105259
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378696
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67553
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998879
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451302
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952484
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504837
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09585
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52468
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88564
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27455
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69463
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67622
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81494
…(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72143
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55561
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00754
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39771
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96395
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931812
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123775
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3403
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59686
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867018
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120762
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395415
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693696
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01873
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482456
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998012
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556345
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13668
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59922
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96561
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36049
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78729
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9472
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99203
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74977
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63733
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14325
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54947
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932257
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124287
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340952
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597604
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877283
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136603
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412615
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712376
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039068
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513843
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044213
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608638
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17855
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67601
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04802
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44917
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88296
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22907
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17265
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77902
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72236
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28392
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69018
†(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932912
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124992
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341741
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598421
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878187
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152819
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430186
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731488
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059875
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545447
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091115
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661714
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22156
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72717
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13299
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54066
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07783
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52236
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35689
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80921
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8107
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38988
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83646
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933752
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125863
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342578
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599338
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879189
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16942
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448171
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751014
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081224
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577231
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138622
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715544
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26561
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77585
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22059
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63502
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28288
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82786
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54488
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8628
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89599
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4962
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98845
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934745
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126984
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343497
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600355
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880289
‚(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186412
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466605
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771053
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103034
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609208
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186825
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770219
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31084
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8258
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31091
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73234
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49565
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0635
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73657
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95793
(337.81, 7.12, 327.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92532
