¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š (435.41, 14.05, 300.03) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 6.638742
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.37411
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.36809
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.36552
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.42185
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512229
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717502
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939864
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181476
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444885
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733116
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049777
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399206
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786671
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218653
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703178
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248755
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.871881
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58306
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14757
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13593
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30724
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81197
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56311
ò(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.49664
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.44351
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.42881
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.41751
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.40968
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.4053
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.4043
(435.41, 14.05, 300.03) (448.92, 8.27, 269.97) (0.81, 2.16, 0.81) Human 17.46858
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509463
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714512
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936622
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177948
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441033
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728895
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04513
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394069
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780964
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212276
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696005
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240241
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862158
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57062
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12958
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11488
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27754
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79378
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52757
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36266
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16269
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93717
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90917
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506763
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711593
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933456
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174505
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437275
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724777
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040598
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389058
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775396
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206056
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689008
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23193
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852665
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55847
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36174
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09431
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25303
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76904
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49248
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50858
Ğ(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43794
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29963
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38414
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504129
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708746
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930371
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171148
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43361
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720761
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03618
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384173
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769966
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199991
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682189
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223818
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843404
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54659
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34569
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26438
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22924
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74012
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45785
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65912
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76748
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67767
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88242
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501564
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705973
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927363
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167876
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430038
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716847
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031874
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379415
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764679
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194085
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675546
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215911
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833081
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.535
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33005
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24608
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20608
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70723
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42368
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66486
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10538
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07212
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499064
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703272
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924434
»(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16469
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426561
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713038
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027684
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374782
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759532
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188335
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669081
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208205
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.822447
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5237
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31483
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22827
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30493
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67304
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38891
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62226
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21442
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52499
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496633
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700644
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921585
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161592
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42318
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709333
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023607
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370276
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754527
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182745
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662796
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200704
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812117
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51267
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30002
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21095
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2844
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63945
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3471
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58085
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23022
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88396
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49427
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69809
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918816
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158579
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419893
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705731
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019645
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365896
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749664
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177313
»(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656689
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.193403
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802093
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50193
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28562
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19411
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26444
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60638
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30602
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54069
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24778
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.491975
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695611
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916128
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155655
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416702
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702236
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015801
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361648
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744943
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172041
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650764
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186309
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792374
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49148
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27164
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17776
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24507
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53995
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27385
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50166
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26713
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489749
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693203
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913519
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152819
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413608
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698845
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01207
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357525
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740366
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166927
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645017
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179419
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782959
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48118
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25806
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16189
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22628
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51723
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24397
¯(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46391
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28822
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487592
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.690872
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910991
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150071
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410605
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69556
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008456
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353531
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73593
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161976
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638924
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172734
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774294
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4698
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2449
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1465
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20806
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49517
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14334
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42732
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21749
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485503
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688615
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908545
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147409
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407703
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69238
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004959
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349666
(435.41, 14.05, 300.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731639
