¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(375.00, 9.70, 318.57) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.89234
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644023
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749762
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33758
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67854
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98377
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92424
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94398
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838182
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060606
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301944
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5646
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859676
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209059
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605127
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048843
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703803
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834702
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35736
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6475
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95149
ı(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59643
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72875
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841492
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064185
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305839
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568859
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868839
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218623
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615771
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060843
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763301
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91169
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3298
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61892
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92176
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28053
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.51745
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844855
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067836
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309782
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573171
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878026
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228078
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626377
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07274
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822383
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95458
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30459
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59271
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89454
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21096
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.39687
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848296
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071544
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31382
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577556
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887199
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23751
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636867
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084567
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881096
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99914
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28169
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56891
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86985
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18526
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93736
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851716
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075274
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317891
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582016
‡(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896325
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246829
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647312
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113396
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939312
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98749
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26109
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54754
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84572
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13873
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41077
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39247
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855242
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079073
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322051
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590209
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905464
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256124
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65767
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160739
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997021
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96985
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24278
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50962
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78753
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07835
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33918
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7075
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858805
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082952
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326221
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598476
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914575
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265313
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667976
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20755
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054158
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93985
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19235
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45626
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73221
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02095
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27089
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52555
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15411
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862404
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086859
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330451
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606701
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923643
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274415
†(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678158
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253853
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110716
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89257
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14342
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40558
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67968
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96378
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20591
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45851
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48742
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6257
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866071
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090813
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334753
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614936
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932693
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284033
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68826
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299549
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166597
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84359
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09707
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35758
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62992
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90389
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14413
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39481
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65637
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92702
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869757
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094816
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339109
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623098
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941704
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294025
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698267
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344637
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162374
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77683
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05323
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3122
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5829
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84702
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08554
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33437
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59398
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27809
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873476
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098869
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343528
ˆ(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631269
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950721
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304012
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708208
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389013
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105393
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71267
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01189
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26939
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53855
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79322
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03008
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27711
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53491
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80405
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877308
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103004
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348431
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63938
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959699
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313962
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71803
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432735
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048759
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65102
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94817
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22915
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49688
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74234
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97768
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22308
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47913
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75564
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881127
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107146
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355799
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647472
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968626
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323877
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729933
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406847
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992428
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59184
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88657
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19145
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45784
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69444
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92828
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17216
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48763
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85299
ƒ(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885011
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111306
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363135
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655563
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977526
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333753
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764922
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358078
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936502
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53515
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82753
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13439
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42139
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64945
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90342
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23323
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57962
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98898
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888889
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115581
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37042
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663541
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986384
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343579
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79917
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309594
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880939
(374.78, 9.71, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48088
