¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(404.08, 6.66, 360.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16591
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242319
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482521
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732349
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003607
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305145
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653419
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021016
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338701
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684347
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074356
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713489
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46966
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66087
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48077
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69003
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09319
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154395
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337626
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535439
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746913
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973826
õ(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220626
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464499
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712836
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982418
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276064
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614968
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970258
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283742
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624584
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996553
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589202
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3123
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45096
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70264
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08274
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05478
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.140685
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.322815
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519464
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728827
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954187
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19927
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446887
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69377
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96174
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253526
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577259
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920837
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230221
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566488
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933208
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468604
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17092
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24867
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86265
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52239
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10985
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.127116
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308225
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503694
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71098
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93485
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178207
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429704
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675207
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941579
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231564
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548355
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872725
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178164
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509933
î(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871601
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351557
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03394
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02116
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51015
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28298
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13213
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77622
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.113748
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293804
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488107
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693403
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915778
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1575
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412972
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65707
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921896
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210138
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524981
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825869
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127491
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454939
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811703
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237891
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902079
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77877
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17941
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46531
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31293
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86123
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.10053
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279579
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47214
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676078
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89701
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137071
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396616
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639407
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902742
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189306
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502187
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777265
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078147
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401462
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753501
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13822
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775146
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55643
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90603
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72309
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51112
ğ(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9121
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.087498
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265526
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456372
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659028
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878496
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116951
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37682
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6222
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884069
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168996
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48001
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738236
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027998
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349451
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696957
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076446
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652107
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41072
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63451
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71984
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77699
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04592
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.074619
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251686
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440799
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642229
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860313
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097143
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355258
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605449
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865902
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14923
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458444
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70312
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978186
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29761
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641995
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016476
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532778
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26964
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36488
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27777
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36509
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05027
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41403
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062478
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238019
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425491
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625676
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842364
ğ(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077662
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334014
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58915
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848257
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130005
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437456
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669153
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929726
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245066
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588318
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958286
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417044
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1331
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10774
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90044
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57705
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22542
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60098
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050966
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.224556
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410403
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609355
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82472
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058497
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3131
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573297
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831057
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111313
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408454
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636256
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882583
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194033
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532804
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901772
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304718
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00085
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8623
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5149
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87073
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20563
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70511
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039629
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211235
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395528
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593329
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807348
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039598
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292531
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55788
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814349
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093168
ú(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3786
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604427
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846127
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144373
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478842
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843769
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241277
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872767
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67457
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14209
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79355
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34822
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89094
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028471
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.198171
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380932
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577519
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790252
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02105
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272297
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542932
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798134
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075548
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34973
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573671
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813317
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096125
(404.68, 6.60, 360.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426442
