¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969534
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.465683
å(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.559119
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.673409
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99736
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36415
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.23484
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.73108
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.65628
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.64615
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.63811
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.1842
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.18356
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.18608
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19176
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.2006
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498657
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703508
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925385
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166509
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429389
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717016
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03306
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381824
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762068
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123356
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519156
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.476261
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.452209
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.429933
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.72442
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 9.012804
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 9.184795
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53954
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.7161
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.58631
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.57418
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.56413
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.55615
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87743
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87673
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87912
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.88462
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.89321
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506969
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712483
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935123
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177097
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440944
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729712
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047038
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397257
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762369
ô(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121422
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517015
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.515574
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.418297
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.396114
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.375679
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 9.381457
(399.47, 14.31, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 9.522449
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7198
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.62703
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.50739
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.49535
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.48538
(399.47, 14.31, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.47747
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58504
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58428
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58656
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59188
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60025
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034652
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277027
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541022
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829622
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146275
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487328
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851192
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25392
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701984
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150907
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625054
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.676697
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.649198
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.623726
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.600254
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.57876
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.559222
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.541618
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.525934
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.512153
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.04398
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.6754
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.67362
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.67391
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.67629
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.68074
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.68729
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.69593
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02947
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271429
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534906
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82292
õ(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138885
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487132
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851765
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25455
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70268
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140121
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613102
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.593822
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.566572
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.541332
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.518077
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.496782
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.477424
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.459987
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.44445
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.430799
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.998758
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.92013
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.91842
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.91886
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.92141
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.9261
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.93293
(399.50, 14.22, 244.23) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.9419
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024353
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265813
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528801
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816189
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131553
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47898
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852412
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255279
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70351
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12976
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601585
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.514195
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.487188
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.462171
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.439123
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.418018
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.398834
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.381555
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.366163
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.352639
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.953915
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.95087
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9415
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93428
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9292
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92625
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92543
õ(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92674
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019177
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26022
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522688
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809519
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124197
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470867
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853134
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25607
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69462
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119701
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.466491
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.43771
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.410933
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.386131
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.36328
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.342358
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.323342
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.306215
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.290958
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.277557
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.909451
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.86299
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.85371
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.84656
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.84153
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.83862
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.83782
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.83914
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014044
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254643
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516616
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802842
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116844
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462775
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845651
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25699
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685884
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110064
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.392802
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.364258
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.337703
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.313107
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.290446
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.269699
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.250845
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.233864
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.218738
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.205452
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.865374
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.77859
ø(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.7694
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76232
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.75734
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.75447
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.75369
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.75501
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008915
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249054
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510496
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796187
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109542
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454709
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836672
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257955
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677446
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109831
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.322061
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.293744
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.2674
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.243003
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.220527
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.199946
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.181246
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.164404
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.149404
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.136229
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.821683
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.69757
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68846
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68145
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.67652
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.67368
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.67292
(399.50, 14.22, 244.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.67424
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003785
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243481
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504451
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789541
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102238
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446647
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827757
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251659
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676213
(399.50, 14.22, 244.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118397
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.399853
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.378735
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.359531
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.342224
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.326795
(399.50, 14.22, 244.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.313231
