¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.986836
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.901234
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.885198
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.870044
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.855756
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.84232
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.829721
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.867529
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.133534
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.856277
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.840387
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.825717
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.812249
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.86646
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.84609
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.83961
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.56473
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.172114
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.250724
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.335711
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.427859
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.52809
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.906739
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.889856
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.873871
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.858766
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.844525
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.831133
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.818575
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.872121
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.138793
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.445844
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.901131
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.886268
(422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.872621
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.95606
‡ (422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.93546
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.91706
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6404
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.173554
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.252278
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.337392
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.429684
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.530077
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.896136
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.879305
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.863367
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.848307
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.83411
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.820758
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.808239
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.876837
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.144195
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.452091
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.810423
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.38013
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.0724
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.04932
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.02849
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.00988
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65103
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.17503
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.253871
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.339116
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.431555
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.532114
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.886353
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.869568
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.853675
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.838657
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.824498
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.811184
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.7987
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.881677
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.149739
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.458505
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.817927
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.3514
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.341709
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.364111
(422.65, 14.73, 249.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.36017
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79139
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.66206
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.176542
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.255503
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.340881
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.433472
‰ (422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.534202
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.877379
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.860636
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.844784
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.829804
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.815682
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.802402
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.789951
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.886641
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.155427
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.465085
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.825628
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.168886
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.159448
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.377622
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52544
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88095
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64986
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.178089
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.257173
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.342689
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.435434
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.53634
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.869206
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.852501
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.836685
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.821741
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.807652
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.794404
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.781981
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.891727
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.161256
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.471832
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.833525
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.997709
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.98851
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.391493
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55698
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20721
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64006
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.179673
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.258882
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.344539
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.437443
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.538527
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.861823
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.845154
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.829371
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.814459
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.800399
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.787179
‡ (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.774784
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.896939
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.167229
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.478747
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.841622
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.836874
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.827903
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.405728
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56998
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56735
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.63272
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.181292
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.26063
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.346431
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.439497
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.540765
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.855225
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.838588
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.822835
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.80795
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.793917
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.780722
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.768351
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.902273
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.173344
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.485827
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.849915
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.685523
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.793702
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.420325
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58443
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95892
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6306
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.182946
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.262415
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.348364
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.441595
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.543052
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.849406
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.832795
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.817068
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.802209
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.788199
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.775027
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.762676
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.90773
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.179603
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.493074
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.858405
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.542872
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.805866
 (422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.435287
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60033
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00102
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.63319
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.184636
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.264239
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.350339
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.880251
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.861845
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.844357
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.827771
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.812067
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.797229
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.78324
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.770087
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.757754
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.913311
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.186003
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.50049
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.867094
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.40823
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.818322
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.450617
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61765
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 21.08834
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 21.06968
(422.65, 14.73, 249.45) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 2.186361
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.915534
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.89525
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.875926
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.857542
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.840076
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.82351
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.807826
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.793005
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.779034
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.765897
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.75358
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.919016
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.192548
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.508072
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.875981
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.310418
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.831073
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.466316
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63642
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 20.70393
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 20.68561
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.933187
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.91194
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.891676
 (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.872372
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.854006
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.836558
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.820008
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.80434
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.789535
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.775578
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.762454
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.750149
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.924843
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.199234
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.515822
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.885067
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.340029
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.844116
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.482384
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65663
