¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(441.88, 14.38, 268.23) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 3.578792
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50967
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715509
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938528
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180909
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44523
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734538
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05248
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403445
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792511
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221097
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695896
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225965
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821819
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49156
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23631
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0974
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10418
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29681
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7312
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38263
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41009
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95008
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.01825
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.03633
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.08781
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.70676
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.70499
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51335
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719489
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942844
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185607
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450361
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740165
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058673
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410295
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.800119
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228993
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70476
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235868
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833074
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50331
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24981
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11308
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12262
Í(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3188
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75605
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4129
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44631
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99829
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.9693
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.99103
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.0423
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.65856
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.65681
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517095
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723539
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947237
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190389
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455584
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745889
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064979
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41727
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807865
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237074
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71383
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246037
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844631
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51547
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26379
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12933
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14174
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3416
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78201
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44454
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48424
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.04887
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.92483
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.95018
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.00126
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.61477
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.61304
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520903
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727658
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951706
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195253
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460896
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751716
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071393
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424367
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815758
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245342
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723112
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25647
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.85649
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52805
Í(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27827
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14615
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16152
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3652
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80906
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47756
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5239
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10355
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.8848
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.91374
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.96464
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.57536
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.57364
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524776
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731847
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956252
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200202
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4663
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757641
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077919
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431587
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823791
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253796
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732604
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267164
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.86865
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54105
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29322
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16354
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18198
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38962
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83747
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51197
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5653
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.16052
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.84918
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.88167
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.15982
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.54028
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.53858
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528712
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736105
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960872
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20523
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471794
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763666
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084556
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43893
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831967
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262434
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742304
Ñ(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278126
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881114
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55448
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30867
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18149
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20312
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41486
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86737
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54777
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60844
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21982
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.81792
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.19514
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.44397
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.50949
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 21.50781
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532712
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740431
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965566
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210339
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477377
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769788
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0913
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446393
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840281
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271257
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752213
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289347
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893878
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56832
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3246
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20002
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22493
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44091
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94917
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62913
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82086
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60222
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 24.72935
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 23.02967
(441.78, 14.33, 268.91) (437.25, 9.12, 310.71) (3.26, 2.92, 8.33) Truck 22.81074
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536772
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744825
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970333
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215531
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483048
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77601
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098152
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453979
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848736
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280264
Ñ(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762329
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300833
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906942
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58259
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34103
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21913
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54515
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38633
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89023
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66867
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87033
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66589
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540895
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749286
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975174
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220802
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488808
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782328
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105113
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461683
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857328
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289454
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772653
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31258
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920307
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59729
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35794
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01583
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11317
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41582
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92378
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70975
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9217
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73207
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545079
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753812
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980088
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226151
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494655
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788742
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11218
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469506
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866059
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298827
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.783184
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.324591
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933972
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28618
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09755
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03742
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13857
ó(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44617
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95856
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75234
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97504
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80506
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.549324
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758406
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985073
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23158
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500588
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795251
