¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³ (372.51, 8.81, 336.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.60473
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84842
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98967
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02899
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07846
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68483
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.38003
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17568
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369877
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.580348
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189734
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435386
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703831
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997069
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318606
÷(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672698
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064462
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500119
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987406
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535918
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15783
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78094
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47859
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07923
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82303
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93605
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84465
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87047
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41633
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76182
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158936
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351767
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560699
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168297
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409894
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675756
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966373
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284926
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635576
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023317
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454252
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936007
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477894
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09185
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71719
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40147
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04099
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79887
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88375
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69588
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66842
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15621
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41453
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142357
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333838
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541255
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147152
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386936
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648104
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93612
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251725
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598989
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982786
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409138
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885481
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420928
ó(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02718
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6637
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32613
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00432
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77589
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8328
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47954
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46005
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90424
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07933
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.125941
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.316092
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522013
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126314
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364321
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622965
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906356
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219062
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562996
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942951
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364841
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835852
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365055
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963712
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61147
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26079
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96924
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75412
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78318
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16093
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24935
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66006
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75571
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.109694
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298532
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502978
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105748
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34206
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598732
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878478
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18691
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527591
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903802
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321297
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787133
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310166
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901463
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5605
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20329
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93463
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73349
ñ(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73483
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86397
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04435
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42339
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44313
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093612
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281155
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484149
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085493
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320144
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574915
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852486
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492753
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865265
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278458
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739258
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256297
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840419
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50538
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14718
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8681
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71405
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68772
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80054
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81206
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19397
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14115
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077697
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263966
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465525
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065578
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298548
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551442
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8269
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127967
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458479
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827371
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236378
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692236
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203444
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780549
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43703
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09243
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80596
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6958
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64192
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73923
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55843
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97152
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84931
è(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.061953
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246962
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447109
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04595
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277295
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52836
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801732
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100458
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428104
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790181
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195033
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646086
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151574
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72182
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37006
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03906
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74542
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64612
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60473
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67993
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35042
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7558
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56721
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.046377
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230145
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428902
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026614
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256365
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505645
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77697
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073381
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398388
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756305
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154439
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60078
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100668
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664281
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30445
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98702
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68641
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59651
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58253
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62265
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14774
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5466
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29442
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.026862
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213518
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410903
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007596
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235747
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483274
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752612
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046749
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369177
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724075
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116591
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556267
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050733
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607832
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24016
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93631
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62893
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54832
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52642
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56737
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95026
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54702
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52682
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52215
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5277
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50687
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4897
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004529
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.190918
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392821
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988876
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215529
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461274
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72868
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020586
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340463
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69246
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081528
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513859
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001723
