¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057134
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727439
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140915
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596594
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108142
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686497
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32944
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0283
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69561
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42391
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42247
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95994
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.30443
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.28685
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.27227
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.2607
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.25212
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.833381
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.983885
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14508
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.318135
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504336
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705173
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922481
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158213
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414789
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695032
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002292
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34064
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714942
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124035
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57771
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08692
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6624
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31139
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9959
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63493
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35539
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29491
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95047
ô(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.46766
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.44975
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.43488
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.42305
(342.39, 7.24, 369.89) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.41423
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.164771
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.135597
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.108486
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.083135
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.059269
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.036771
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.015491
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.995375
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.976323
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.958265
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.941178
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.924993
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.909684
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.895214
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.881553
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.868667
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.856539
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.845147
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.834463
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.824476
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.815175
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.806538
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.798542
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.791195
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.784475
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.783137
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.791547
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.811674
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.031769
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 3.00987
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.988908
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.968846
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.949661
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.931327
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.913808
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.897091
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.881152
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.865969
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.851528
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.837798
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.824775
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.812438
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.800778
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.789766
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.779406
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.769677
è(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.760568
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.752069
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.744176
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.736875
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.730159
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.724016
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.71854
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.717615
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.72333
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.736294
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.966769
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.946273
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.926643
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.90785
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.889874
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.872683
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.856264
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.840596
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.825657
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.81143
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.7979
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.78505
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.772867
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.761333
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.750442
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.740176
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.730524
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.721476
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.713028
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.705167
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.697881
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.691162
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.685011
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.679413
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.674541
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.673776
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.678444
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.688871
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.922172
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.902446
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.883557
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.86547
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.848173
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.831635
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.815844
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.800776
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.786417
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.772748
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.759755
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.747423
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.735735
è(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.724685
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.714251
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.70443
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.695209
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.686579
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.678529
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.671048
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.664134
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.657778
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.65197
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.646709
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.642221
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.641547
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.645638
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.654728
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.889345
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.870138
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.851742
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.834134
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.817294
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.801199
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.78583
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.771176
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.757212
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.743924
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.731297
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.719319
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.707973
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.697253
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.687139
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.677626
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.6687
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.660357
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.652586
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.645371
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.638717
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.632612
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.627048
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.62202
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.617796
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.617181
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.620913
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.629177
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.864782
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.845947
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.82791
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.810649
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.794142
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.77837
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.763313
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.748955
è(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.73528
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.722272
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.709914
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.698197
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.687103
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.676624
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.666747
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.65746
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.648755
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.640622
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.633058
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.626044
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.61958
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.613659
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.608279
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.603424
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.599392
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.598815
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.602315
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.610037
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.846678
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.828123
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.810355
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.793354
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.777096
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.761565
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.746742
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.73261
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.719153
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.706356
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.694202
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.682682
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.671778
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.661484
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.651783
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.642669
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.634135
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.626164
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.618753
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.611895
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.605579
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.599803
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.594559
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.58984
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.585948
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.585397
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.588736
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.596106
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.834
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.815655
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.798089
è(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.781283
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.765216
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.749869
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.735222
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.721262
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.707972
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.695331
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.683335
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.671964
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.661207
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.651053
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.641493
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.632511
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.624104
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.61626
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.608969
(342.39, 7.24, 369.89) (337.39, 1.08, 386.68) (0.81, 2.16, 0.81) Human 2.60223
