¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.697591
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.88856
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.9219
æ(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.178004
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.147182
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.117855
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.089986
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.063547
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.038509
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.014844
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.992529
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.971537
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.95185
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.933444
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.916302
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.900404
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.885737
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.872284
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.860033
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.84897
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.839086
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.830369
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.822813
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.816407
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.811148
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.80703
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.804047
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.802198
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.801481
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.801896
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.75252
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.089508
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.059131
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.030225
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.002759
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.9767
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.952024
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.9287
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.906707
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.886019
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.866614
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.848474
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.83158
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.815913
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.801457
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.7882
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.776126
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.765224
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.755484
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.746894
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.739448
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.733136
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.727954
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.723896
ç(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.720959
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.719139
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.718434
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.718845
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.58979
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.004667
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.974715
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.946215
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.919133
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.893441
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.86911
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.846114
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.82443
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.80403
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.7849
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.767014
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.750357
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.73491
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.720659
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.707588
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.695685
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.684936
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.675333
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.666865
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.659524
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.653303
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.648195
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.644195
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.641302
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.639509
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.638816
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.639223
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.43348
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.923296
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.893753
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.86564
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.838928
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.813586
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.789587
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.766905
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.745515
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.725396
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.706526
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.688886
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.672456
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.65722
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.643164
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.630271
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.618532
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.607932
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.59846
é(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.590109
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.58287
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.576734
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.571697
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.567754
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.564901
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.563135
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.562453
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.562856
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.53049
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.845228
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.816076
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.788336
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.761978
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.736972
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.713291
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.69091
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.669805
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.649952
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.631332
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.613926
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.597715
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.582682
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.568813
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.556093
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.544509
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.53405
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.524706
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.516467
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.509324
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.503271
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.498302
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.494413
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.4916
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.489858
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.489188
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.489588
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.04488
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.7703
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.741524
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.714143
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.688124
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.663441
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.640066
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.617973
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.597139
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.577544
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.559165
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.541983
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.525981
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.511143
ì(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.497453
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.484898
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.473464
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.463141
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.453918
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.445786
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.438737
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.432764
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.427861
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.424023
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.421247
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.419529
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.418869
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.419266
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.59122
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.698368
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.669951
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.642913
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.617221
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.592848
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.569766
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.54795
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.527378
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.508028
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.48988
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.472914
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.457114
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.442462
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.428945
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.416547
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.405258
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.395065
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.385959
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.37793
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.37097
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.365073
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.360232
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.356445
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.353703
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.352009
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.351359
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.351752
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.63503
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.629291
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.601222
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.574512
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.549134
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.525056
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.502256
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.480707
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.460386
é(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.441272
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.423346
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.406588
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.39098
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.376508
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.363156
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.35091
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.339759
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.329692
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.320696
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.312766
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.305892
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.300068
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.295289
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.291548
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.288843
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.287171
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.28653
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.28692
(332.27, 7.44, 364.77) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.10116
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.562941
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.535204
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.508811
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.483733
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.459943
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.437412
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.416118
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.396039
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.377153
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.359438
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.342879
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.327457
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.313157
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.299963
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.287864
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.276845
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.266898
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.258011
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.250175
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.243384
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.23763
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.232908
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.229213
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.226541
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.22489
(332.27, 7.44, 364.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.224258
