¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28455
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72614
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19713
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980382
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145111
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.322162
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512966
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719085
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942465
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185248
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443758
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723943
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031109
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369139
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742887
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155594
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584712
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063372
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600532
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18533
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78886
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47077
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21987
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02816
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96021
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92716
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1218
³(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66635
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72279
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18887
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.984752
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.149771
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327206
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518374
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724985
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948812
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192141
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451168
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732072
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039976
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378939
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753736
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167193
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597602
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077765
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616705
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20222
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80781
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49226
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2429
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05435
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9797
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94949
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12375
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67974
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73455
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22564
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.989262
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15463
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3324
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523972
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955375
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199269
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458874
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740522
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049223
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389102
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765023
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179318
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611107
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092837
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6337
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22011
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82794
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51506
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26747
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08231
Á(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99786
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96475
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12827
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68517
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76439
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27259
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993906
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159633
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337773
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529789
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737276
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96216
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206699
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466903
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749269
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058858
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399722
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776753
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192067
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6252
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108662
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651491
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23904
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84925
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53917
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28933
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10464
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01335
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97203
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1354
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69373
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.58202
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.57626
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.57394
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998723
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164784
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343328
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535769
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743759
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969164
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214286
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475234
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758369
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06883
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410689
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788937
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205323
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639985
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125154
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.293973
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.28429
Ò(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.320787
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56466
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30972
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12789
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03836
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98164
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14511
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70542
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.51933
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.51362
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.51133
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003679
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.170108
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349067
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541944
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750423
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976427
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222179
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483837
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767751
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07917
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422093
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80155
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219506
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.093149
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.080663
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.069783
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.680374
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89534
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59144
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33579
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15287
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06552
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99355
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15745
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72027
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.46047
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.45481
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.45255
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.008805
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175609
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354937
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54829
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757324
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983894
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230295
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492725
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777494
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089821
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433854
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.181207
ä(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.166687
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.153616
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.281935
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.921257
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.688144
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.25723
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.53759
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36634
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17972
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0949
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00778
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17237
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73822
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.40539
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.39977
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.39755
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014079
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181235
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361022
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554864
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764388
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991591
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238665
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501921
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787555
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100853
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.671501
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.64886
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.627658
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.711077
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.274313
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.928189
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.251271
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.47582
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64914
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39854
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20836
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12646
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03148
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18991
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75939
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.35403
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.34845
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.34625
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019471
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187075
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367273
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561613
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771697
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999307
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245974
ö(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511409
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.734529
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.708875
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.684711
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.794829
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.225687
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.716492
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.255523
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.429666
(397.65, 14.25, 246.51) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.613031
(397.65, 14.25, 246.51) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.22773
(397.65, 14.25, 246.51) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.21793
(397.65, 14.25, 246.51) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.30757
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23881
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16025
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06979
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21013
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78373
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.30634
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.30079
(397.65, 14.25, 246.51) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 17.29862
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025049
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193037
