¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(392.24, 7.52, 358.25) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.78568
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79895
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06858
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76007
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98529
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4977
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45197
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21296
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318184
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528518
ç(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757344
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00715
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280898
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075811
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433794
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773464
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934713
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104409
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283159
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62036
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018758
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457655
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943504
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33124
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73226
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16796
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60274
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86111
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13366
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6963
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8957
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38903
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31424
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97045
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85076
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.306303
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515616
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743288
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99178
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264025
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563526
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41162
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806849
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970844
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142216
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456883
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838807
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258778
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722618
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19648
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58537
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00728
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4168
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66466
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92595
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20159
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63481
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82195
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31098
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18157
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7375
ß(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34659
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294489
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502789
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729312
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976503
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247258
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545044
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389624
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782342
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008275
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30042
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666947
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069221
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512608
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00365
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44467
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85362
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24047
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4785
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72922
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99351
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2724
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57545
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75093
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3777
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05382
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56887
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93592
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.28274
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490035
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715424
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961323
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230602
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52669
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367771
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758022
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150448
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502558
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888296
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312615
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781457
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30213
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70641
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07315
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30199
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54278
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7964
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06384
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34617
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64452
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68251
Ş(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44742
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13426
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42006
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54183
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.27106
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477359
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701623
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94624
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214056
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508462
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346074
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733904
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166618
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652409
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121794
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569993
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06655
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56517
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91423
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13441
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36594
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60963
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86632
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13705
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42294
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72514
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61671
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52023
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11569
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08206
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16596
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.259451
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464763
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68791
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931259
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197627
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490366
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813529
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70994
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139816
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622238
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167338
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788054
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36946
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7632
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97527
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19811
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43242
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67912
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93903
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21324
Ü(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50285
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80908
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55337
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59614
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06159
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69108
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8087
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247913
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452245
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674285
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91638
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181313
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472403
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793658
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686205
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113267
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592325
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133454
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749315
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45644
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83261
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04527
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26865
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50355
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75132
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0146
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29246
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58594
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89639
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56762
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67528
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01091
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31931
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46502
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236449
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439811
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660754
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901605
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165116
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454576
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773942
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662644
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086924
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562703
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09987
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710963
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41391
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91569
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13183
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35893
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59786
Ô(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84937
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11448
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39418
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68966
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00211
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77871
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71068
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96361
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20386
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13803
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22506
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42746
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.647318
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886936
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14904
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436884
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754384
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106287
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060833
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533369
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066629
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673002
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3742
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0016
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2214
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45247
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69553
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95155
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22143
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50629
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80731
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32016
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56356
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92672
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86444
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15319
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82556
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213748
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415195
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633977
(391.26, 7.67, 358.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872373
