¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (377.00, 16.36, 288.71) (382.98, 8.54, 305.30) (0.81, 2.16, 0.81) Human 1.794974
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.627611
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.789278
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.963652
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152245
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356821
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579449
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822567
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5539
ï(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864654
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207808
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588634
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013638
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490762
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030228
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644854
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35145
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17209
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.859188
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.966646
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.081077
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.203151
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.333624
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.473357
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.623332
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.784678
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.958694
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146886
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351011
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573128
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815664
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545529
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855418
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197603
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577315
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000963
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476542
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014099
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626469
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33024
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14736
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.856486
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.963777
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.078027
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.199901
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.330155
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.469645
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.619351
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.780398
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.954082
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.141901
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.345606
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567249
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809246
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537684
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846835
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188145
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566797
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989206
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463334
è(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999153
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609339
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31053
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12444
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.853986
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.961122
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.075203
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.196892
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326942
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.466208
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.615667
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.776438
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.949813
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137288
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340605
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56181
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803307
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530455
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838867
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179351
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557044
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9783
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451106
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985269
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593539
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2923
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10322
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.851685
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.958679
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.072606
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.194125
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.323988
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.463048
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.612278
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.772796
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.945889
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133047
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336009
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556808
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797955
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523804
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831571
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171265
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548047
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9683
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439843
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972548
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579031
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2756
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08371
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89649
à(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.849584
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.956449
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.070234
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.191599
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.321292
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.460163
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.609185
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.769472
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.942307
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.129176
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331812
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55267
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793547
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517726
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824854
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163856
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539864
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959163
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429545
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960928
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56577
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26032
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06594
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87831
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.847683
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.954432
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.068089
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.189312
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.318852
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.457553
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.606388
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.766466
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.939067
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.125676
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328694
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55043
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788652
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512192
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818798
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157177
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532454
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950859
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42026
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950397
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553752
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2465
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04986
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8622
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.845982
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.952627
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.066169
Ú(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.187267
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.316669
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.455219
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.603885
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.763776
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.93617
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.123414
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327494
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546383
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784239
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044641
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813401
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151224
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525788
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943468
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411924
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940981
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543027
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23412
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03545
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84813
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.844481
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.951033
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.064475
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.185462
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.314742
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.453157
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.601675
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.761401
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934628
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.122667
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324995
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542777
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780305
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040334
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8086
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145905
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519949
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936898
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40456
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932641
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533499
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22318
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02272
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83605
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.843179
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.949651
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.063005
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.183897
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.31307
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.45137
Ş(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.599759
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.760468
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.93427
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121949
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32208
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539609
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776852
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036554
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804422
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141276
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514815
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931175
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398166
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925375
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525251
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21367
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01168
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.826
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70147
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.842076
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.948479
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.061759
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.18257
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.311655
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.449856
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.599337
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.760443
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934243
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.119631
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319567
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53688
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773876
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033296
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800866
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137365
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510472
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926355
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392708
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919237
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51822
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20559
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00227
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81793
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69218
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.841172
