¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(329.35, 7.34, 376.69) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.728885
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690536
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079053
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505901
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976906
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49916
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99358
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74881
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65201
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81485
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.27125
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.24299
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.21837
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.19736
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.17993
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.16608
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.15578
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.14903
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.14583
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.08637
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374189
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63269
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914496
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222787
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561363
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934888
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365405
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732267
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12475
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556211
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03248
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56091
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01285
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67857
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57041
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8433
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.48196
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.4534
¬(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.42852
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.40729
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.38969
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.3757
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.36531
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.35851
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.35529
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.29517
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376036
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634721
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916708
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225203
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564029
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937856
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374607
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774734
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171333
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607438
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08916
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58789
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03312
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60946
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4902
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87112
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.70131
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.67244
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.64729
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.62584
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.60805
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.59392
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.58343
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.57658
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.57335
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.51254
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377864
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636742
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918907
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227582
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566662
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943683
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383711
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817966
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218725
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659655
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14694
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60741
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0544
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54303
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4114
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89826
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.92962
¦(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.90043
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.875
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.85331
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.83533
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.82106
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.81047
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.80356
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.80032
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.7388
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379697
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638734
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921047
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229985
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569283
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951724
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392701
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86194
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267015
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712811
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20581
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62788
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07669
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56741
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33395
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9115
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.16736
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.13783
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.11211
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.09017
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.072
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.05758
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.04689
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.03992
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.03666
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.9744
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381507
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640675
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923191
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232311
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571871
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959689
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401595
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89728
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316107
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766973
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23567
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6493
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09999
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59291
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25785
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91155
¬(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.41497
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.38508
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.35906
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.33687
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.3185
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.30392
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.29312
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.28609
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.28282
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.21978
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383298
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642627
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925342
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234676
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574465
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967517
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4104
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907192
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366111
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82214
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25626
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67165
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12435
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61953
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18309
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9113
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.67294
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.64269
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.61636
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.59391
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.57532
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.56058
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.54967
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.54257
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.5393
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.47545
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385085
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644588
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927453
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236969
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577391
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975273
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419055
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916948
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416995
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878296
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27771
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69493
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14973
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64729
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19219
«(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91084
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.9418
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.91117
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.88451
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.86179
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.84299
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.82808
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.81705
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.80989
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.8066
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 19.74191
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386832
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646494
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929545
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239296
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584243
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982931
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427637
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926592
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468789
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9143
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30004
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71919
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17337
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65985
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56567
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91005
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03416
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.19107
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.16407
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.14107
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.12203
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.10695
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.0958
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.08858
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.08528
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.01972
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388599
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648388
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931642
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241567
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591029
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990502
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436078
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936119
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501139
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935716
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31995
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72948
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17512
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66176
¨(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91595
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90894
(329.35, 7.34, 376.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02039
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.48301
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.45566
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.43235
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.41308
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.39782
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.38655
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.37926
(329.35, 7.34, 376.69) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.37595
