¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(401.04, 14.82, 310.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424518
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08526
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516821
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00961
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558495
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1583
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84063
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6388
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59551
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49887
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02086
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58783
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396447
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59429
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808367
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458617
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728888
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024251
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346204
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702177
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091261
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523511
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020245
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57379
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1756
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86036
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65946
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62612
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52995
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05449
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401022
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599231
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81372
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464816
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735654
›(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03161
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355234
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707754
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097466
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530437
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031068
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589381
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19327
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8806
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68055
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66065
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56294
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0901
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40568
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604263
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81917
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471096
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74254
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039121
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360457
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713553
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103878
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537573
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042058
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60536
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21137
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90126
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70412
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69575
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57654
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12783
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410421
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609383
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824717
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477511
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749488
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04453
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365864
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719513
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110474
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544886
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053184
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621679
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22984
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92237
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73435
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7314
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58146
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16761
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415241
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61459
®(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233741
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484016
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755926
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049603
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371418
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725638
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117245
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552473
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064505
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638311
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24871
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94393
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76504
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76759
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5876
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20946
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.420142
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619885
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239859
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490652
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760666
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05479
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377123
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731917
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124222
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560555
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075989
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655317
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26798
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95994
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79615
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80435
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59485
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75139
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425237
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625268
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246037
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495852
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765579
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060145
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38302
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738393
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131382
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570867
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087654
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672653
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28764
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97584
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82736
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81626
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60331
¥(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429122
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630735
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252195
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500453
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770617
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065606
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389023
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745043
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138766
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58137
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099508
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686203
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3045
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99213
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8566
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82477
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61292
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432618
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636288
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256527
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505169
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775744
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071253
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395195
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751833
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146301
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592031
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111488
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699845
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31917
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00888
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88612
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83434
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62365
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.436174
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031466
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260987
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509987
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781013
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077024
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401544
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758816
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154044
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602748
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12364
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713657
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33427
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0261
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91602
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84492
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43979
±(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035674
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265543
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514946
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786416
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082908
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408019
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76597
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16197
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613671
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135948
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727673
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34972
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04375
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9462
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85654
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.443466
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040009
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270231
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520022
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79195
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08893
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414658
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773309
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170082
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624755
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148436
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741858
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36557
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06186
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97672
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86923
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447201
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044379
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275025
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525234
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797569
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095112
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421446
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780786
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178386
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635958
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161087
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754367
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38182
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0804
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00754
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835426
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048904
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279868
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530498
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803349
´(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101449
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428372
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788439
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186887
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647293
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173857
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76643
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39846
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10302
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03868
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839673
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053502
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284867
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535928
(400.76, 14.82, 310.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809245
