¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(399.06, 12.61, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46765
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.6617
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.50794
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.45425
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.40318
 (399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.35482
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.30899
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.26566
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.22482
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.18637
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.15025
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.11648
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.12212
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.22244
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190115
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675038
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21608
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81161
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.46509
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.38826
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.33817
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.29058
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.24545
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.20276
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.16239
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.12439
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.08865
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.05512
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.02427
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.02826
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.09344
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.32989
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215481
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703275
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24777
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.62797
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.41764
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.34934
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.30086
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.25481
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.21121
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.16996
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.13103
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.09442
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.06001
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.02785
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 9.998371
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.00201
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.06161
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.23499
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240498
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731153
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27899
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.71863
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.4362
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.36525
ë(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.31789
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.27298
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.23047
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.19033
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.15251
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.11692
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.08361
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.05249
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.02373
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.02771
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.09278
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.32645
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26515
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758668
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30982
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92695
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.53899
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.44393
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.39791
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.35432
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.31317
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.2744
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.23794
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.20383
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.17197
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.14234
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.11489
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.12061
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.22005
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289431
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785748
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34018
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94183
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52755
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.178
(399.06, 12.62, 328.91) (375.18, 4.00, 320.12) (0.81, 2.16, 0.81) Human 10.7017
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67988
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51656
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44593
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40289
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48014
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37494
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22242
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19487
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88332
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61576
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313332
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812387
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3701
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95586
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54752
²(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20038
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93416
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69291
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53601
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46056
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41083
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4892
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41658
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3033
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31132
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78109
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29099
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336809
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838585
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39952
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9696
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56723
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22247
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95611
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70581
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55062
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46778
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41899
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49851
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49201
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38639
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43063
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67949
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46729
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817579
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864389
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42845
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98301
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58339
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24423
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96751
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71859
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56504
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47518
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42737
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.492
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55197
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47171
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55284
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78305
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86795
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.843303
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889685
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45553
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99613
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59803
¹(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26577
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97875
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7312
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57933
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48254
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43593
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47987
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53825
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56595
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66308
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97646
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868561
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359521
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46703
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00891
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61234
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28699
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98984
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74368
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59344
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48317
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44469
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46836
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52532
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65744
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72591
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34755
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893336
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377756
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47827
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02139
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62629
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30397
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00082
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.5833
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.49414
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.43903
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.38685
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.33776
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.29145
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.24793
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.20721
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.16924
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.182
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917624
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.395633
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.899392
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03354
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63987
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32556
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.5943
á(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.40208
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.34314
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.29177
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.24327
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.19749
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.15448
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.11409
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.07634
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.04127
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.04861
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.15195
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.941346
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413135
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918918
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04537
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65788
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34576
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.51496
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.36301
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.30723
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.25725
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.21004
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.1656
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.12383
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.08476
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.04825
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.01436
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.02109
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.11403
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964323
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430266
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938028
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50575
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67907
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35523
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.60786
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.40719
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.34952
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.30052
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.25424
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.21077
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.16996
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.13175
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.09625
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.06322
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.07119
(399.06, 12.62, 328.91) (372.56, 3.74, 320.42) (0.81, 2.16, 0.81) Human 12.18531
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.986762
(399.06, 12.62, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447008
