¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(379.66, 15.50, 276.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481483
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66303
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26718
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94636
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66176
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40625
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30778
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.62519
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.59547
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.56797
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.54265
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51951
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.94996
ó(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.82352
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.70202
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.59107
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.48477
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51065
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.57267
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.63751
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.70436
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.76994
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.83846
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.91
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787634
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199878
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652515
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14117
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68411
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29086
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96461
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68209
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45159
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3412
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.63149
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.60175
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.57423
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.5489
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.52574
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.90997
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.78437
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.66726
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.55734
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.45167
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.45156
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51283
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.5769
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.64112
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.70591
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.77361
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.8443
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803833
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217741
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669356
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15988
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70499
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31428
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98248
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70222
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49723
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37476
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.34757
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.3153
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.28545
÷(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.258
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.0025
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.87259
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.74903
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.6353
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.52599
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.4209
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.39509
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.45564
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51897
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.58065
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.64469
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.7116
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.78148
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.85441
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819908
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235386
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686098
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17842
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7256
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33743
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00016
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72219
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53942
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.8328
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.3587
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.32639
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.29653
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.26905
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.96692
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.83777
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.71889
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.60574
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.49699
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.39244
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.34116
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.40104
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.46234
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.52288
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.5862
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.65237
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.72148
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.79362
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835686
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252862
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702583
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19668
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74605
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36036
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01769
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74196
ÿ(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56195
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.8286
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.37206
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.33972
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.30983
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.06764
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.93392
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.80832
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.69116
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.57855
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.47031
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.36626
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.28971
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.34895
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.40785
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.46774
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.53038
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.59585
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.66423
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.73561
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374929
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270029
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718887
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2148
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76628
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38301
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03504
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76151
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58419
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.08921
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.24292
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.35529
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.32537
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.0365
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.90385
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.78247
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.66581
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.55369
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.44592
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.34232
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.24274
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.29931
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.3559
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.41516
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.47716
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.54196
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.60966
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.68032
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387814
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285204
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734957
‚ (379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23266
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78616
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40421
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0522
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78091
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.44175
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.4083
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.37707
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.34883
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.48374
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.00793
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.87991
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.75901
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.64282
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.53114
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.4238
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.32061
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.22141
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.25041
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.30644
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.3651
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.42959
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.50744
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.58854
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.673
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40039
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299543
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750826
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25026
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80584
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4194
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.74592
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.70761
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.46025
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.42674
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.39546
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.36638
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.40239
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.37748
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.37091
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.73793
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.62216
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51088
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.40391
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.30109
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.20748
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.21953
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.28829
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.36001
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.43478
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51271
ÿ(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.59389
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.67843
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412653
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82767
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766504
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26767
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82523
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.80492
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.75426
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.71324
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.48086
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.44728
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.41594
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.38681
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.47088
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.98046
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.86259
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.35441
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.33579
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.31926
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.43507
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.33834
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.24536
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.22644
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.29529
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.36712
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.442
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.52003
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.60133
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.68599
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424597
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839361
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781938
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28474
(379.62, 15.54, 276.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84436
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.81856
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.76525
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.72337
(379.62, 15.54, 276.84) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.5036
