¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841885
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.33705
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.27578
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.37917
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 22.77533
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.845058
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014004
Æ(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278456
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793935
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020033
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265741
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533748
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827073
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149427
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494857
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874672
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296759
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768456
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298942
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899808
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58588
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37655
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29744
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35944
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5758
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12247
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98142
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.05956
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.03715
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.22169
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 22.53397
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.837434
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383551
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576043
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783987
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009264
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254058
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520953
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813078
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134039
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478792
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856918
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277011
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746339
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274008
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871493
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55344
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33903
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25352
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31163
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51881
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04611
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89534
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.09061
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.06814
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.06971
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 22.30198
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192758
Ã(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375191
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567029
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774257
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998699
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24257
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50845
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799341
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118937
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463155
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83956
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257678
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724722
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249669
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843855
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5218
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30244
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21072
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2652
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46353
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97189
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81195
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.12532
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.10278
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.08382
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 22.07898
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18471
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366902
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558192
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764712
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988356
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231316
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496184
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785923
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104152
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447834
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822658
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238878
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703667
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225917
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816937
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.491
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2668
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16905
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22015
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40996
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89977
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59657
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.16372
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.1411
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.12207
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 21.86461
Ç(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.176811
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358373
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549555
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755344
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978236
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220298
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484142
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772753
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089669
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432924
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806165
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220497
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683109
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202796
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790661
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46093
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23209
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12853
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1765
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35804
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76062
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36719
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.20585
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.18314
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.16404
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 21.65855
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.169038
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349994
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541073
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746176
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968296
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209511
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472374
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759853
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075491
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418373
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790043
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202603
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663092
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18023
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765079
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43167
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19828
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08906
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13419
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30147
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57518
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17418
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.34841
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.338
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.33116
Ä(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 21.46048
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161393
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341794
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532754
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737204
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958567
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198946
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46084
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747244
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061598
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404179
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774351
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185137
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643554
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158278
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740173
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40319
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16541
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05071
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09046
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2308
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45046
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97695
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70912
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.70552
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 18.69852
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 21.27011
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153865
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333703
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524613
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728421
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949033
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188595
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449578
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73488
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048035
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390338
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759058
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168157
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624552
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136884
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715926
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37549
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13345
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01344
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01766
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16211
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40345
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76553
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45735
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 19.09189
¾(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 19.08471
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 21.08716
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146488
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325718
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516646
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71982
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939718
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178476
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438531
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722799
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034755
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37689
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744179
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151596
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606041
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11607
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692334
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34855
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10238
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96047
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94674
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09537
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35864
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56119
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24666
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 19.49842
(434.08, 14.77, 315.93) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 19.49106
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.139217
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31795
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.508855
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711393
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930593
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16859
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427707
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710983
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021783
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363769
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729693
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13549
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588076
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09586
(434.08, 14.77, 315.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669433
