¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(342.28, 7.24, 370.07) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5818
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.96416
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816951
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.967402
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.12857
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.301615
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487876
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688785
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906244
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142181
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399056
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679707
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987535
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3266
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701852
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119286
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58633
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112236
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671889
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30275
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02397
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84223
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76715
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78955
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.1477
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.12901
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.11313
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.10002
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.08968
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.0821
š(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810979
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961001
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121721
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294257
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479957
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680262
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896984
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132134
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388151
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667783
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974439
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312179
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685869
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101488
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56636
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086908
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644713
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25939
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97427
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7914
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69887
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70886
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.27153
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.25258
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.23645
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.22313
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.2126
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.20485
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805188
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.954823
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115115
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.287173
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472309
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.672042
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888065
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122459
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377566
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656276
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961803
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298254
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670437
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084292
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547107
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061283
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623553
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22983
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92604
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74226
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62994
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6285
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.4004
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.38116
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.36478
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.35123
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.34049
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.33257
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.799614
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948852
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108687
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.280287
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464919
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66405
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879434
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113094
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367398
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645106
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94959
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284804
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655521
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067678
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528504
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036507
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603385
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.207
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8938
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6889
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56337
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55088
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52456
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.51495
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.4983
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.4845
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.47355
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.46544
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.794216
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.943086
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.102523
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273674
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457785
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656352
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871133
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104075
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357579
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634388
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937794
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271789
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641153
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05168
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50879
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012564
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581706
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18521
¡(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86898
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6536
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49895
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47594
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51026
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.65413
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.6372
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.62316
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.61199
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.60368
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.78899
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937508
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096569
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267266
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45091
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648938
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863078
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095349
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348072
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624037
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926431
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259305
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627286
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036277
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488201
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989424
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555506
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16448
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84536
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61258
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39368
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40361
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49833
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.79893
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.7817
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.76739
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.75599
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.74747
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783958
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.932152
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.090823
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261109
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44425
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641795
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85536
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086967
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338958
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614084
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915504
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247258
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613949
¥(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021445
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468322
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967067
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530255
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14482
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82294
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54963
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28174
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2771
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45109
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.94956
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.93203
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.91744
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.90579
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.89706
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.779145
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.927001
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.085298
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25516
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437897
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634903
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847953
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078915
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330191
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604486
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904998
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235656
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601155
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006441
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449149
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945539
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505899
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1262
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80173
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48883
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19387
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15026
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30087
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.10628
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.08842
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.07354
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.06163
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.05266
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.774491
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922023
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079982
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.249485
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431792
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628299
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840825
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071158
£(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321769
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595271
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894924
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224598
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588897
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989902
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430705
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924832
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482424
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10864
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78171
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43007
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12762
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02754
(342.28, 7.24, 370.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28407
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.26933
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.25113
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.23595
(342.28, 7.24, 370.07) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.22376
