¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(381.89, 13.86, 260.99) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.15926
(381.74, 13.88, 261.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.89836
(381.74, 13.88, 261.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.89595
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634908
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870719
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125346
é(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401072
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700556
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037498
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433559
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850001
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167827
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511247
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39966
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98819
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37788
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.83767
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.80649
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.77868
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.75423
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.6002
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.58253
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.56812
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.55696
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.54904
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.54435
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.54288
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.54465
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637304
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873322
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128132
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404113
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703864
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041085
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437519
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816419
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131666
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472239
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12183
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11101
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.12631
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.09322
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.0634
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.0368
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.70536
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.61741
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.58357
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.55308
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.52593
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.50207
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.49598
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.27609
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.2778
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63983
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87604
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131089
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407289
å(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707308
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044753
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441575
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783701
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096454
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43419
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853801
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22035
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.0826
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.04958
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.01982
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.99328
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.3503
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.76424
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.73002
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.69918
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.6717
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.64755
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.62605
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.60728
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.59179
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642508
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878876
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134181
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410634
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710948
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048438
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445702
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75179
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062116
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397139
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759891
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.17504
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.04222
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.00927
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.97957
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.95308
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.53033
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.23223
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.95798
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.17348
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.29635
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645256
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881858
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137415
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414137
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714781
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05223
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434667
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720705
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028687
ß(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361095
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720892
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.13767
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.00515
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.97226
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.94261
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.91617
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.7137
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648164
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884988
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140787
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417815
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718758
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056016
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406453
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690458
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996125
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32601
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682918
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.10359
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.97133
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.9385
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.9089
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.88469
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.95455
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651169
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888264
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144306
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421629
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722906
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059907
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378978
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660997
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964474
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291862
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646008
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.07276
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.94075
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.90797
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.87841
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.94728
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.92394
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.50137
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654332
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891657
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147963
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425582
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727227
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063847
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352223
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632347
å(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93368
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258632
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610673
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.04516
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.91336
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.88062
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.8511
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.91985
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.89654
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.00039
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657626
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895204
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151788
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429707
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731718
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066982
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326241
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604478
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919487
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261184
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632084
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.02075
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.88914
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.85644
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.82696
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.89559
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.87231
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.75752
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.37381
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660986
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898835
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15576
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736408
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054426
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327374
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621253
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938421
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281688
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684695
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.90397
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.86806
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.83541
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.80595
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.87448
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.75657
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.73658
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.77374
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664512
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902647
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159819
ã(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439398
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743697
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070169
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344279
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639423
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958011
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30293
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806826
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.88599
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.85012
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.81749
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.78806
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.76181
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.73872
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.71875
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.70715
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668133
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907372
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166224
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446732
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751658
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086435
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361797
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658218
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978317
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324877
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931795
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.87112
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.83528
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.80267
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.77327
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.74704
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 15.72396
(381.66, 13.89, 261.49) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 16.87141
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673768
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913749
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173119
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454189
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759804
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103283
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379816
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677673
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99929
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347571
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99508
