¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (431.39, 10.28, 362.95) (409.44, 2.35, 366.38) (8.54, 3.41, 3.87) Truck 3.246836
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.07367
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502654
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70457
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923067
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160217
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411326
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687254
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989427
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317251
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676603
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079617
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529875
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033817
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601598
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23623
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88763
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53183
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25842
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.317618
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.301427
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.286724
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.273496
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.263969
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.279757
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.298148
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.318063
ê(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.339521
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.362545
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 7.38716
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489187
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.690026
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907315
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143104
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392136
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666293
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966444
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291356
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647461
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047238
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.792665
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.764412
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.757777
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.751894
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.74676
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.742368
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.738714
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.735796
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.733608
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.732153
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.731423
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.731422
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.732149
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.733603
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.735787
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.74072
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.775447
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.783005
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.587423
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.525922
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.467159
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.410976
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.35723
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.305787
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.256518
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.209316
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.1859
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.177922
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.170601
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.163928
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.157897
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.152504
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.147741
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.143604
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.14009
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.137195
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.134915
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.133249
› (431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.132195
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.131752
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.13192
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.132699
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.134089
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.136092
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.138709
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.141945
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.068451
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.047225
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.029696
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.012953
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.996974
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.983058
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.972676
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.963893
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.955736
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.950089
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.945284
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.941068
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.937437
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.934385
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.93191
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.93001
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.928684
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.927929
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.927745
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.928132
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.929091
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.930621
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.932725
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.935405
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.938663
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.942502
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.946927
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.951942
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 3.017572
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.999929
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.983418
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.9688
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.954897
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.941695
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.929179
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.92012
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.91171
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.903912
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.89672
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.890125
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.884122
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.878703
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.873864
¡ (431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.869599
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.865905
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.862778
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.860215
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.858213
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.85677
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.855885
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.855743
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.857578
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.862252
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.868161
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.874741
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.881914
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.991881
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.974411
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.957716
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.941778
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.926579
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.912101
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.899684
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.890726
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.882383
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.875325
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.869077
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.863414
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.858328
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.853817
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.849874
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.846496
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.84368
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.841709
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.840657
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.840158
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.840214
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.840823
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.841987
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.843706
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.845983
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.848819
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.852217
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.856181
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.971417
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.953834
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.937658
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.922225
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.907517
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.893518
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.881003
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.872993
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.865586
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.858772
Ÿ (431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.852546
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.846929
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.842515
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.838669
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.835384
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.832658
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.830489
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.828875
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.827813
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.827303
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.827344
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.827936
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.829081
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.830778
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.833031
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.83584
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.839209
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.84314
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.960356
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.942425
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.925277
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.908891
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.893248
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.878331
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.865503
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.858121
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.851408
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.845279
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.83973
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.834754
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.830346
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.826502
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.823218
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.820491
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.818318
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.816697
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.815626
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.815105
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.815134
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.81571
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.816837
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.818513
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.820742
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.823526
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.826867
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.830768
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.955232
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.932108
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.916369
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.901639
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.887617
 (431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.874287
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.862247
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.853505
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.845369
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.83783
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.830882
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.824517
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.81882
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.814979
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.811696
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.808967
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.806791
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.805164
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.804085
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.803554
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.803569
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.804131
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.80524
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.806897
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.809105
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.811864
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.815179
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.819051
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.952428
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.929171
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.913732
(431.42, 10.30, 362.87) (409.44, 2.35, 366.38) (8.54, 3.40, 3.87) Truck 2.899016
