¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.845059
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51698
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817791
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15099
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519995
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927386
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367473
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918224
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56428
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03092
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52355
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05589
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98179
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35152
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49625
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70189
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76939
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84073
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.916
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99526
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07865
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16615
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25803
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35423
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45494
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56027
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67035
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78531
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250258
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517521
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818104
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151335
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520391
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924347
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36406
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912252
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535156
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981978
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47174
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99857
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99207
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33094
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2181
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36266
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56732
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63661
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70975
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78684
‡(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86793
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95316
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04257
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13628
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23444
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33708
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4444
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55651
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250678
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517971
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818318
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151559
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520614
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921212
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360516
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905908
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491491
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933942
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42098
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94243
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00129
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3101
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95035
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04563
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37304
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44042
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51154
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58656
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66571
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7491
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83662
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92839
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02449
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12502
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23017
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33998
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251007
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518353
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818346
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151628
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520728
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917951
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356869
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899186
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448566
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886844
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36983
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88741
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00945
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28903
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69257
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64705
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17554
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25441
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32402
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39746
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47481
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55612
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64149
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73103
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82483
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.923
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02571
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13295
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251303
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518639
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818296
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151573
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520637
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914581
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353107
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892053
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406455
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8406
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31883
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83352
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01648
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2677
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32886
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08181
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93185
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03746
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11901
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20459
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29126
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37059
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45393
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54138
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.633
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72893
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82928
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93416
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251479
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518888
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818114
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151386
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518033
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911098
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34923
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88458
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365159
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795247
†(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26883
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80231
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02246
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22641
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19521
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55727
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34659
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82793
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90705
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9901
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07718
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16839
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26382
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35908
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44864
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54245
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6406
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74317
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251648
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519032
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817796
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151003
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514847
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907506
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345232
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876763
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324631
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750757
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2198
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80622
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05996
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16258
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06622
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28239
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80417
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62339
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70348
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78415
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86874
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95743
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05025
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14729
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24871
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35465
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45928
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55965
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251689
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519102
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817367
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15052
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511497
‡(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903848
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341106
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86853
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284852
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707108
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17172
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80922
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17572
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09919
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94175
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15382
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37533
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06225
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50787
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58632
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6686
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75487
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84519
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93968
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03843
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14164
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24931
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36167
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251685
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519085
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816786
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149887
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508101
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900063
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336845
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859934
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245787
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664343
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12462
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88969
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17956
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03628
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82163
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0298
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24717
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54154
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31991
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39621
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47633
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56028
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64825
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74032
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83655
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93712
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04209
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15168
ˆ(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251609
