¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108054
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35208
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428715
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553043
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684278
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823044
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969984
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147379
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354735
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577914
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818699
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079203
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368563
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657266
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962753
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307891
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686122
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091869
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37324
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568516
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774056
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990629
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21899
»(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47027
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73819
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02239
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32434
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64562
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95239
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27266
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419965
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543799
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674547
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812821
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959138
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125974
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331796
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553218
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792048
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050399
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337868
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634669
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935289
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267183
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64151
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04705
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322504
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515558
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718702
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932714
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15838
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40092
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66522
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94548
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24315
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55976
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88037
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19675
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411597
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534991
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665309
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803035
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948847
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105086
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309378
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529122
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766107
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022344
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307916
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612859
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911666
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236523
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598161
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003667
³(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273743
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46467
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665567
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877131
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10019
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33562
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5951
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87165
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16521
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4774
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80988
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12426
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40363
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526647
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656513
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79378
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939061
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093034
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287529
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505654
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740799
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995016
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278679
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591846
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8889
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211821
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564041
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959255
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226922
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415812
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614569
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823831
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04438
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27713
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52781
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80076
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09043
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3984
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72628
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05511
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396088
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518711
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64816
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785006
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929808
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083241
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266232
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482763
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71615
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968398
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250184
»(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566031
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866988
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188021
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538086
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921249
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182014
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369018
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565683
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772726
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990894
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22112
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46426
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73277
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01872
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32264
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64613
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98916
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388985
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511243
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640294
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776708
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921049
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074005
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245466
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460452
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692149
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942444
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222426
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535686
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845899
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165135
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513156
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894004
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156137
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329657
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518826
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723783
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939682
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16748
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.408
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66755
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95002
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25011
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56939
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90974
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382276
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504199
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632882
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768863
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912805
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065286
¹(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227099
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438736
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66874
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917209
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195323
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506114
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825656
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143133
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489207
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867787
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129633
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311672
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493047
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683585
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89071
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11617
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35421
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60585
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88419
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18063
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49597
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83197
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375978
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497565
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625923
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761529
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905035
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057094
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218428
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417586
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645995
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892622
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168936
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47732
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806248
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122068
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466254
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842707
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096638
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295279
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476009
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665787
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865332
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07529
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30284
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55193
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82124
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11418
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42572
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7576
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370093
¹(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491374
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619384
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754668
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897816
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049458
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210347
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397017
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623866
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868738
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143259
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449277
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784317
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101862
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444274
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818665
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065264
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276296
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460551
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649731
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848554
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05781
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27813
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51045
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76147
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05064
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35859
