¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777674
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08753
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90857
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459909
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729692
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041635
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414939
ÿ(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826692
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288578
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873562
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566723
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43041
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75241
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68292
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23504
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29341
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22579
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488542
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760931
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071834
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445139
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860485
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326598
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923416
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622142
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50577
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89889
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78602
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38463
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49374
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58068
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517429
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792416
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099901
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475327
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894304
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364737
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973137
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67973
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58105
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0507
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8892
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53325
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69586
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9438
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54646
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824142
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127364
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505498
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928085
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407092
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022729
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738472
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65616
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22166
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99243
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66775
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90793
‘(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28454
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575691
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855969
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157792
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535625
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961843
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449855
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072155
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800785
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73107
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40146
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10578
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8195
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13242
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84166
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605137
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880852
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188315
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565685
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995578
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492395
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121417
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862853
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80579
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58941
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22226
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97809
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3697
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28023
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634751
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905931
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218902
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595706
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029261
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534708
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170481
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924622
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88023
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7844
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33886
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13753
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59564
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7276
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662349
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931216
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249553
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62569
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062892
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576841
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219306
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985995
Œ(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95431
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98796
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4555
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29298
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82917
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18369
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685761
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956683
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280262
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656295
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096438
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618682
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267874
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.047
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02802
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2011
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57208
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45152
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09605
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64832
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709284
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982277
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310997
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690454
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129939
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660255
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316164
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10755
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1013
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36891
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68969
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61306
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34043
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12137
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732971
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00807
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341793
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724678
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163329
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701571
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364154
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16768
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1741
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47325
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81098
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77502
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57695
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60264
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756793
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034021
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372583
’(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758934
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196623
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742535
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411807
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22725
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24965
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57719
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95437
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94578
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81929
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780757
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060142
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403403
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793247
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229771
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78315
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459058
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28629
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33213
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6807
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19029
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1115
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08823
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8049
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086413
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434243
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82757
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266554
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823443
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505945
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34473
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41405
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78372
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43601
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27322
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36552
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829121
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112826
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465097
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861924
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305051
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863293
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552464
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40254
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49531
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8861
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69215
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43474
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64239
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853498
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139407
“(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49594
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896284
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343557
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90276
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598509
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45966
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57592
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98777
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96012
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61321
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92679
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878002
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166142
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526747
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930645
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378864
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941802
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644054
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51601
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65574
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08869
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26861
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77895
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21176
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902614
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192992
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557527
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964984
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401495
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977512
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689114
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5716
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7347
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18868
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59416
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94331
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5035
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927372
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21999
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588303
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999319
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424164
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002202
(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733667
