¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280275
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358089
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916348
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3812
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922924
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58123
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33544
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11648
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09206
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42649
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30597
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4998
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844777
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18555
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523977
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921081
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419391
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986413
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440764
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0229
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69539
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44216
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23829
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24137
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60643
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40263
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03398
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871064
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212668
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553864
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975371
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481011
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04987
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521406
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12465
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81173
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55031
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36218
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39156
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8101
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76453
ï(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61025
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897247
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239856
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583809
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029955
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542999
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10516
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61254
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22813
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93024
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65365
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47076
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54433
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09829
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13957
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21568
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923276
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267065
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624928
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084704
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605284
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161173
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705166
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32632
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02327
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74966
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58111
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69972
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40928
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53777
(411.68, 15.29, 309.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.85229
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.487412
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.633301
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.785459
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.948264
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.129121
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325576
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538802
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769109
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021285
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303255
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614284
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949117
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358047
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81905
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.294418
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.857033
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.478554
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20357
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94954
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73105
­(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61082
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60699
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72643
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04291
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66963
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05135
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23166
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.473922
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.618849
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.769844
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931493
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.110648
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305581
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517094
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745496
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994942
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2743
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58231
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913999
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315352
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771413
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238265
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788742
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409287
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12373
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86549
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63586
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50627
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48918
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59444
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87901
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45138
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70239
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82213
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.460653
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.604639
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.754515
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.915035
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092495
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285941
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495776
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722328
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969081
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245885
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550949
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879642
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273467
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724041
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183312
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721966
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.341768
¯(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04601
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77879
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53988
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39977
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37135
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46692
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72091
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2508
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36869
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40744
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.447606
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.590668
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.73947
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898886
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.074662
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.266648
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.474845
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6996
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943698
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218009
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520196
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845997
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232374
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677605
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130601
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656672
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275955
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.967843
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68513
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44605
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29426
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24733
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33434
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56841
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03403
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08036
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99874
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.434781
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.576937
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.724707
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.883044
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.057145
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247707
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454299
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677309
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918949
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190662
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490042
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813055
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192068
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632086
°(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082093
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592829
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21181
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.879007
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59405
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35552
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19342
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13541
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20751
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42063
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85101
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80532
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58673
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.422175
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.563445
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.710226
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.867506
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.039944
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.229111
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434134
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655448
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89511
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163839
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460478
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780804
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152533
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587471
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034701
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539021
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.149295
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792425
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50569
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27001
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09629
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02878
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08715
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28554
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6748
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54144
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1646
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.40979
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.55019
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.696023
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.852273
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.023056
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210859
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414349
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634018
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871747
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137538
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431501
µ(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749238
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113761
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.54375
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988412
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487949
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088371
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708042
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42591
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18706
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00218
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92562
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97087
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15524
(412.30, 15.35, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50506
