¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (392.89, 14.62, 307.56) (409.36, 8.56, 315.57) (0.81, 2.16, 0.81) Human 4.73827
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7189
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4253
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27821
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.01879
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.59454
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.57183
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.5526
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.53683
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.85318
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.84411
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.329
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.32468
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.32374
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.32617
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854512
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145972
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467684
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821813
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212917
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646923
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131269
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676355
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31863
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02482
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82854
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70945
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68389
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41404
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37796
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.50856
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.11516
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.09198
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.07238
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.05634
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.15
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.37312
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.84175
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849288
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142505
 (392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464371
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818134
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20884
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642399
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12619
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669371
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30983
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01091
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80913
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67873
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66598
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40379
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47788
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.12079
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.30004
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.27197
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.62759
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.61128
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.59862
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.90636
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.91764
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.96002
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845707
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139392
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46094
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814377
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204659
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637741
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120978
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6635
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30077
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99688
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78942
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67538
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64649
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39454
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57799
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.73005
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.18719
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.15928
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.22187
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.20527
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.19245
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.51026
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.51874
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 19.56417
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84278
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13618
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457388
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810473
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200342
¦ (392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632968
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115623
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657447
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.989697
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.12821
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 11.04518
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68552
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62766
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38621
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67819
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27121
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.07923
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.05147
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.12671
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.24124
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.228
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.2187
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.21336
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.25392
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839739
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132875
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453767
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806487
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195925
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.49886
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.628438
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.763765
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.905167
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.958499
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.92973
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.903053
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.878442
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.855864
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.36152
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31511
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.97601
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 17.9484
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.90851
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.94002
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.91994
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.66459
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 20.65309
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836664
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129501
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450075
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802407
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.018526
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.987202
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.957668
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.064191
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.181456
” (392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.303822
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.431574
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.565013
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.704467
(392.89, 14.62, 307.56) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.19285
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87881
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10541
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.05543
(392.89, 14.62, 307.56) (426.17, 13.61, 302.52) (8.74, 12.26, 18.05) Truck 18.03357
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833489
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.895287
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.913741
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.933648
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.955033
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.001777
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.972192
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.944368
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.918275
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.893887
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.871181
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.003779
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.655372
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36715
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03288
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88471
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.685754
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.700893
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.717414
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.735335
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.754671
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.775442
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.797672
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.821383
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.846597
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.909871
(392.89, 14.62, 307.56) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.88712
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.86871
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.83828
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.8103
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14456
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66322
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.504745
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.518194
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.532975
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.549102
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.566593
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.585464
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.605737
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.627432
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.65057
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89444
’ (392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70693
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.76703
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.73685
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.7091
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.68376
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.66783
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.40681
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.22444
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.26793
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.334292
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.346215
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.359424
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.373934
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.389759
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.406914
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.425418
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.445289
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.526006
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87376
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69506
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.75444
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.79388
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.8359
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.88054
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.92786
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.32672
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.52948
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.50298
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.48072
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.37173
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.35232
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.173529
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.18407
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.195856
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.2089
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.223217
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.238817
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.255718
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.273937
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.52264
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85298
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6823
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.01805
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.06001
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.10462
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.15195
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.20203
(392.89, 14.62, 307.56) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.48773
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.021695
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.030982
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.041477
ş(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.053193
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.066137
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.080326
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.095772
(392.89, 14.62, 307.56) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.146707
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17597
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8322
(392.89, 14.62, 307.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66859
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.29601
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.34069
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.38812
(392.89, 14.62, 307.56) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.43835
