¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.13507
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993195
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294326
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624137
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986782
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387418
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825192
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302013
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83539
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44607
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16153
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98466
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83397
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73158
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66107
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.70159
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.67401
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.64939
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.62769
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.60891
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.59301
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.57999
Ù(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.56983
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.56252
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.55805
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.88782
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.72738
(413.30, 14.19, 246.53) (378.67, 10.04, 248.29) (1.57, 1.29, 1.59) Tools 17.59536
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29829
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555712
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283502
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612239
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973706
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372886
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809799
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284904
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816143
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42931
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14235
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95999
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80636
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69989
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66118
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.70354
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.67596
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.65133
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.62964
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.61085
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.59495
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.58192
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.57176
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.56445
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.55998
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 16.98609
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 16.9879
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291109
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547685
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272665
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600392
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960604
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358433
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794484
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267787
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796989
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41253
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1231
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93156
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77919
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68656
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66266
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.70836
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.68077
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.65613
È(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.63443
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.61564
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.59973
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.5867
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.57654
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.56922
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.56475
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.00345
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.00527
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283931
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539658
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817738
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588502
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947527
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343933
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779242
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2508
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777918
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39574
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10391
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90326
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75247
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67979
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6655
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.71605
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.68845
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.6638
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.64208
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.62328
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.60737
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.59433
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.58416
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.57684
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.57237
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.02418
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.026
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276961
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531633
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808975
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11236
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934438
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329466
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76403
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233874
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759483
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37893
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08466
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8751
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72624
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67303
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66968
É(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.72663
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.699
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.67434
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.6526
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.63379
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.61786
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.60482
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.59464
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.58731
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.58284
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.04828
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.0501
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269807
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523615
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80022
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102765
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921387
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314994
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748927
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217027
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744673
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36212
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06539
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84711
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70047
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6663
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67525
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.74009
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.71244
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.68775
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.666
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.64717
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.63123
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.61817
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.60798
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.60065
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.59617
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.07578
(413.30, 14.19, 246.53) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 17.0776
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262441
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515601
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791471
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093177
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424435
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300563
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733897
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200308
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729824
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34527
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04614
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81935
Æ(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67516
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65954
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68214
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.75646
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.72878
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.70406
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.68229
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.66343
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.64748
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.6344
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.6242
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.61686
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.61238
(413.30, 14.19, 246.53) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 18.40127
(413.30, 14.19, 246.53) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 18.40324
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255082
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507597
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782733
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083602
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414119
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286165
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718924
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183618
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714958
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32845
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02688
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7917
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6503
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65284
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78706
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.77575
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.74803
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.72329
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.70148
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.6826
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.66662
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.65353
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.64332
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.63597
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.63148
(413.30, 14.19, 246.53) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 18.43826
(413.30, 14.19, 246.53) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 18.44024
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24773
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499598
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774003
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074039
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403821
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766365
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703459
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167061
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700121
º(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3116
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00765
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76426
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62594
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64549
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76641
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.79798
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.77022
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.74544
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.7236
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.70469
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.68869
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.67558
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.66535
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.65799
(413.30, 14.19, 246.53) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 14.65349
(413.30, 14.19, 246.53) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 18.47902
(413.30, 14.19, 246.53) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 18.481
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240387
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491612
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765288
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065163
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393544
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755009
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154804
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150567
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685272
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29475
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98477
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73702
