¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19926
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878677
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30865
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26658
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75478
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28971
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85955
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47892
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34489
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46532
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5422
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7101
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685648
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977997
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30921
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650443
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017755
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423645
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856598
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28458
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75357
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24764
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73409
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26704
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83678
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45386
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27859
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42252
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54571
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6397
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67292
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96136
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285686
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628218
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99501
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398693
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835005
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26093
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72769
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22781
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71419
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24523
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8151
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43186
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38119
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54983
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56669
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660305
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947706
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262341
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606201
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972498
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374056
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813852
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23785
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70233
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20242
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69513
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2243
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79441
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41843
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22212
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34128
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55462
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49126
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71798
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647788
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934175
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244534
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585163
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950254
…(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349647
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788342
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21522
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67752
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17653
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67572
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20434
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77478
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40598
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19489
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27723
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56005
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45412
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61487
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635405
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920794
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230022
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564989
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928212
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325509
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761806
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19306
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65324
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14785
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64958
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18519
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75617
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39449
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1684
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23063
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56617
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4679
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51483
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623182
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907557
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21565
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549068
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906418
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301632
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73555
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17138
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62947
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1198
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62422
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16601
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73854
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38393
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14264
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20081
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57288
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48009
ÿ(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41782
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611054
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894431
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201416
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534973
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884832
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278008
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7096
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1502
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60509
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09242
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59969
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13906
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72197
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37433
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11758
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17522
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5803
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49065
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37814
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599049
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88145
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187349
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519657
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868958
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254683
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68394
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12947
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58071
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0657
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57596
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.113
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70487
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36566
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10017
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15143
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5883
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49957
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4229
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587165
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868649
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173422
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504538
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854334
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231886
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658576
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10925
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55695
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03958
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55303
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08779
ˆ(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68147
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35796
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09159
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12841
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55606
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50686
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47055
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575424
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855944
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159666
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489548
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839912
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216129
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633514
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08947
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53373
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01415
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53092
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06352
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65907
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3512
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08405
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10606
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51309
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51873
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52108
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563807
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843379
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146101
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474764
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825689
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200632
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610811
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0702
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51109
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98931
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50956
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04008
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63756
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32762
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07757
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08438
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47067
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54607
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70476
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552308
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830977
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132626
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460153
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811707
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185401
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594141
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0471
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48906
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96518
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48888
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01754
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61685
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30454
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07215
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0634
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42879
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57363
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34295
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540974
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818691
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119315
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445704
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798001
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170441
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577758
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02494
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4676
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94161
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46295
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99583
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59698
(424.29, 9.50, 363.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28238
