¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
… (378.49, 14.78, 274.48) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.15911
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577524
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980227
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415525
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905742
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454497
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07222
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79225
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61637
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57932
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57754
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98374
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68287
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94176
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3207
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.82083
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.78396
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.75202
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224218
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411576
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6137
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829843
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064091
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31907
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593751
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892118
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22024
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576245
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978805
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415347
à(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90554
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454766
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06928
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7901
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61489
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40274
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57564
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9933
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6801
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95767
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21892
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.57391
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.53771
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.50637
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22306
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410327
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612577
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828626
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062786
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317647
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592722
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890989
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218998
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575221
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977664
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415517
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905731
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.455511
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06679
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78854
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6141
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40208
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57486
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00426
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67893
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02156
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14293
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.37791
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.35526
(378.56, 14.72, 274.10) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 24.33739
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221993
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409177
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611415
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827537
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061622
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316378
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591885
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890069
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217985
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574449
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976806
Î(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416036
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906313
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456734
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06773
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78755
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61399
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40232
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57514
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01663
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67935
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08871
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0682
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71344
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221016
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.408124
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610275
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826576
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060599
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315264
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591237
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889359
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217203
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573932
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976231
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417487
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907287
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458431
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06966
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78715
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39579
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40348
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57652
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03036
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68137
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15913
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99474
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68687
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220131
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407169
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609243
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825742
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059717
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314302
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590781
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88886
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216653
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574175
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975936
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41933
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.908653
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460608
×(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07213
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78733
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40217
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40556
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57896
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04549
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64213
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23288
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89569
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66437
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219337
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406312
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608317
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825037
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058977
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313495
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590516
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888571
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216334
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574719
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975928
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421555
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910408
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463263
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07515
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51493
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40925
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40855
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58249
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.062
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59595
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31008
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69949
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6459
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.218632
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405554
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607496
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82446
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058378
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312842
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590444
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888491
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216246
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575549
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9762
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424156
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.912557
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.466393
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07871
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52164
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41508
ß(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41245
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58711
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07993
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55137
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39069
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73082
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63523
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.218019
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404893
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606782
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82401
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05792
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312344
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590417
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888621
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21639
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576663
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976755
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425985
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915096
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469532
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08281
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52896
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41921
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41725
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59284
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09464
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53095
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47125
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76579
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63323
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217497
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40433
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606172
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823687
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057604
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311998
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590039
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88896
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216763
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57806
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977591
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426924
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918027
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472452
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75075
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53691
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4241
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42299
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59964
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11035
ç(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52637
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54436
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80437
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63528
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217067
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403865
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605671
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823493
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057428
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311808
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58983
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889509
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217369
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579542
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978712
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428175
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921352
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.476213
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75205
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54399
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4298
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42965
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60751
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12725
(378.56, 14.72, 274.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52381
