¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.75712
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880173
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424765
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66433
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41022
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24566
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21586
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20622
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17553
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14736
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12167
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09845
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07767
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0593
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04333
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02975
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.01854
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00969
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00319
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99904
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99722
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99775
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00061
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607557
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889488
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208291
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554899
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942096
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366621
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853594
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394165
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62103
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36701
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19576
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15761
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13129
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10079
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07279
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04727
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0242
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00354
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.98529
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96943
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95594
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.94479
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.936
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92955
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92542
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92362
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92415
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.927
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594308
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875004
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192297
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536799
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921812
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343607
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827032
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363508
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58359
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32396
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14603
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09958
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.05961
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02929
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00147
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.9761
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95316
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.93264
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.9145
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.89873
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.88532
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.87425
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.86551
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.8591
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.855
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.85322
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.85375
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.85659
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581041
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860503
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176233
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518691
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901457
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320601
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8005
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332798
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.547
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28099
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09645
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04179
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99109
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96096
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.93329
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.90807
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.88527
£(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.86486
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.84683
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.83116
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.81782
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.80682
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.79814
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.79176
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.78769
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.78592
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.78645
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.78928
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567759
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845992
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160105
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500581
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881039
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297613
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.774
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302052
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51041
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23816
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04707
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98423
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92567
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.8957
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.86819
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.84311
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.82043
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.80014
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.78221
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.76663
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.75337
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.74243
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.7338
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72746
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72342
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72166
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72219
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72501
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55446
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83147
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143918
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482472
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860562
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274645
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747539
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.27127
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47384
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19545
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99789
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92696
µ(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.86325
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.83344
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.80608
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.78114
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.75858
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.7384
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72057
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.70507
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.69188
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.68101
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.67242
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66612
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.6621
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66036
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66088
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66369
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541154
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816946
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127675
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46437
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840035
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.251702
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721124
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240466
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43726
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15289
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94889
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8699
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.80378
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.77412
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.7469
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.72208
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.69965
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.67957
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66183
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.64641
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.6333
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.62247
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.61393
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60767
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60367
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60194
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60247
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60526
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527841
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802417
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111381
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446276
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81946
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228792
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69476
Å(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20965
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40068
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1105
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90008
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81312
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.74718
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.71767
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.69058
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66588
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.64356
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.62358
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60593
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.59058
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.57754
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.56677
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.55828
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.55204
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54807
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54635
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54688
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54966
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514527
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787889
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095039
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428197
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798844
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205914
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66845
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178823
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36417
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06828
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85146
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75667
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.69339
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.66402
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.63706
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.61248
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.59025
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.57037
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5528
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.53753
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.52455
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.51383
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50538
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49918
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49522
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49351
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49404
(341.53, 6.92, 371.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49681
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501217
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773367
±(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078657
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410136
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778193
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183081
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642204
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148002
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32763
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02618
(341.53, 6.92, 371.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80312
