¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(336.39, 7.37, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.68661
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362382
Ú(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637999
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939994
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258659
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543488
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152219
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422932
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629272
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847801
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079445
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32543
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579214
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801681
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08418
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40614
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75152
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26946
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17957
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9356
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32819
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74069
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44944
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4862
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93056
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495327
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682089
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87899
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108579
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360961
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636447
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938291
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269673
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871723
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133011
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413098
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6189
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836843
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067905
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313223
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548589
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767099
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00651
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31208
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.651
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01515
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91766
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92548
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31763
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7297
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40275
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49636
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495476
Ú(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682247
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880447
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107385
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359662
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635027
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936731
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268664
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854491
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11461
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394214
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609586
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827035
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057581
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302305
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519548
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734264
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971968
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22364
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55398
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91131
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66229
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32877
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31092
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72267
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38898
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51119
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49576
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682553
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882091
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1063
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35848
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633735
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935314
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596581
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838007
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096956
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375269
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601379
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81839
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048424
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290162
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492128
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704967
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939197
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18916
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46032
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81114
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34032
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06407
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26303
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71963
Ş(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41373
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53075
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496183
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683008
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883924
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105327
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35742
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632576
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934042
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581806
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822257
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080076
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35713
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594225
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810848
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040453
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265436
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466227
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677867
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908187
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15646
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41963
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71449
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08499
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81242
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49163
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67409
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44277
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55501
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496744
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68361
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884817
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104461
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356477
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631546
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343855
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567709
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807184
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063953
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339845
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58811
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804401
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03367
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242189
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441877
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652382
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878861
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12564
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38714
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66465
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98515
à(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5729
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22394
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61927
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47208
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58403
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497444
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684362
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885627
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103706
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355656
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630649
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331246
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554255
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792813
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048591
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323328
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583073
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799109
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028072
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220346
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4191
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628474
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851229
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09659
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35654
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63233
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92544
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34468
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9695
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59706
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43138
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61781
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498279
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68526
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886594
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103061
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354951
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629879
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319221
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541448
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779137
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033941
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307679
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579119
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794926
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012078
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199992
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397806
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606178
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826038
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0693
ê(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32777
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60204
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89339
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17889
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72745
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39879
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39501
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499253
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686307
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887722
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104074
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354371
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065876
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307828
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529294
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766194
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020063
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292756
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576181
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791837
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99395
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181077
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378001
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585493
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804285
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04376
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30089
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57365
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86339
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12475
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49513
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14138
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36293
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55504
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500365
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687501
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889009
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106552
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353907
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04733
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297048
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517763
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753907
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006914
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278667
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571274
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789856
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977182
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163536
