¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.503186
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524876
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884466
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281847
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72317
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216085
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770063
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39707
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13244
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98919
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99149
¯(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31521
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01971
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13646
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.38768
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627634
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901155
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199671
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526711
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886461
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284058
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725641
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218866
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773215
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40066
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14184
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00006
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00433
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34239
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08601
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.168
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06149
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629005
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90263
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201286
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528477
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888449
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286242
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728071
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221594
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776299
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40802
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15105
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01079
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02834
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36887
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15132
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20459
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73139
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630348
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904101
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20289
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530226
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890354
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288353
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730456
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224252
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77928
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41591
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16011
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02131
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05686
¥(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39469
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21563
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23765
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41541
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631652
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905492
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204433
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531947
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892219
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290424
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732758
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226805
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782194
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4236
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16898
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03166
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08498
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41985
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27891
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26709
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10735
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220666
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90688
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205928
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533566
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894052
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292442
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735006
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229337
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785039
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43114
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17767
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0418
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11274
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44743
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34108
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26277
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78668
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222198
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478614
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207379
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535157
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895803
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294382
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737165
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2318
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787771
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43855
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1862
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05173
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14007
›(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48067
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36682
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23499
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.51356
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223698
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480248
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208797
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536729
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897514
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296304
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739305
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234175
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792742
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44582
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19455
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06143
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16696
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49905
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36752
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20369
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45403
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225167
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482061
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762118
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538242
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899212
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298147
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741358
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236465
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798941
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45287
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20272
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07209
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17779
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51315
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36674
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16901
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.39038
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226604
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483902
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764018
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539686
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900797
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299931
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74333
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238687
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805025
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45982
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21069
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08736
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18766
‚(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53462
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36446
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13091
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.34665
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228013
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485607
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765882
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072915
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902349
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301687
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745275
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240849
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810939
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46659
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21848
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10229
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19697
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55532
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36068
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09656
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29372
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229387
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487278
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767709
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074919
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413073
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303336
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74712
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242947
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816726
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47319
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22609
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11691
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20582
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57525
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35539
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10629
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22722
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23073
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488914
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769497
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076884
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415559
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788987
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748896
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24494
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822375
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4796
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2335
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13124
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21414
à(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59439
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36588
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67289
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17771
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232343
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490515
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771248
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078806
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418002
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791691
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270328
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249225
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82784
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48589
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24072
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14523
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22502
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61271
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40176
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00784
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.15935
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23408
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492082
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772961
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080729
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420401
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794348
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21028
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253939
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833199
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49199
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24776
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1589
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24128
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63025
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43645
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46594
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09069
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235775
(407.68, 14.37, 245.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493613
