¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(341.68, 7.28, 379.28) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.34836
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637435
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744831
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857512
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97592
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.914654
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.953873
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.994602
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.037029
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.081135
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.127056
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.174803
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.224566
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.276341
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.345062
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.426167
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.51126
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.600574
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694479
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.764454
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.832133
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.902689
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.976389
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.053263
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133579
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217573
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305381
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397266
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49349
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594296
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700012
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810952
‡(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927491
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.906504
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.945493
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.986056
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.028226
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.072114
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.117785
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.165311
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.214774
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.266273
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.327871
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.408277
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.492585
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.581151
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.6707
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.734713
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.801489
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871106
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94375
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019579
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098807
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181594
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.268137
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358729
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453533
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552856
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656995
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766268
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880988
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.898877
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.937681
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.978028
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.019979
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.063686
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.109147
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.156405
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.205628
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.256863
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.311381
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.391106
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.474736
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.562508
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.642922
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.706109
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.771987
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840711
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912405
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.987214
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065373
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147027
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232377
†(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.321679
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415147
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513087
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615705
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723382
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836417
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.891815
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.930426
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.970569
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.012374
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.055844
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.101043
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.148135
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.197129
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.248108
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.301213
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.374643
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.457603
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.544665
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.616173
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.678591
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.743647
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.811457
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88224
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956115
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033235
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.113826
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.198059
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286149
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.378339
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474895
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576087
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68222
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793678
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.885234
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.92368
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.963677
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.005288
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.048558
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.093597
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.140471
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.189274
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.240046
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.292906
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.358915
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.441226
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.52758
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.590477
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.652138
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.716375
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783398
…(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.853278
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.926216
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002353
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081927
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165072
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.252027
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343023
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438288
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538127
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651982
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783473
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.879212
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.917464
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.957323
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.998779
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.041894
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.086742
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.133437
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.182009
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.2326
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.285235
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.343853
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.425527
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.507335
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.565814
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.626718
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690207
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.756434
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.825477
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897522
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.97274
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051301
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133447
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219301
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320129
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433405
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552703
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678504
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81129
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.873649
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.911801
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.951503
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.992779
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.035777
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.080451
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.126972
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.175409
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.22578
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.278251
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.332875
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.410595
€(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.484278
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.542102
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.602339
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.665094
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.730547
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.798799
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.870002
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94436
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034249
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.132621
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235982
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344637
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458961
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579408
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70642
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840532
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.868635
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.906667
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.946256
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.987384
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.03024
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.07475
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.12114
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.169356
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.219604
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.271893
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.326342
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.396342
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.46218
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.519339
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.578924
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.641009
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.705738
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.78621
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.872271
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.96246
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.057074
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.156337
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260673
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37038
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485828
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607473
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735787
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871294
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.864137
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.902059
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.941509
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.98254
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.025263
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.069648
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.115877
„(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.16398
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.21405
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.266177
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.32052
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.382775
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.440961
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.497563
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.569643
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.645401
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.724619
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.807534
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.894372
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985434
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.080926
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181195
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286555
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397381
