¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(377.56, 16.02, 283.83) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.060663
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.480886
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.547607
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3437
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84471
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64293
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89945
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.99862
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.378125
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.36556
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.353593
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.342211
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.332024
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.325149
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.321554
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.321115
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.323823
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.32977
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.339154
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.352332
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.369887
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.392748
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.42254
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.462426
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.520445
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.657314
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92539
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74361
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.0265
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.371644
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.358949
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.346853
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.335341
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.325259
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.31851
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.314968
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.314517
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.317144
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.32293
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.332068
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.344891
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.361929
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.384045
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.412677
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.450566
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.504174
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.602395
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00235
ö(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84683
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14863
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.368284
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.355447
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.34321
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.331562
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.321537
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.314861
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.311347
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.310888
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.313468
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.31917
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.328176
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.34081
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.357578
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.379295
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.407331
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.444223
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.495738
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.584308
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08916
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95262
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.27398
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.367965
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.354965
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.342573
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.330773
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.32075
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.314086
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.310579
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.31012
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.312691
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.318373
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.327355
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.339944
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.356655
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.378294
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.406208
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.442896
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.493986
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.580878
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17802
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06122
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.40261
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.370691
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.357511
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.344941
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.332968
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.322872
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.316167
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.312645
ş(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.312187
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.314785
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.320517
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.32957
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.342269
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.359131
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.380993
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.409238
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.446485
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.49872
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.590385
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48457
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17345
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.54506
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.376561
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.363168
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.350394
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.338222
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.327962
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.321167
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.317603
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.317156
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.319816
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.325665
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.334898
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.347865
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.365103
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.38751
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.416599
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.455259
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.510526
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.618581
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3049
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2866
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72556
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.385768
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.372129
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.359116
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.346711
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.33619
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.32923
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.3256
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.325171
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.327934
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.333978
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.343519
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.356928
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.374812
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.39816
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.428712
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.469947
ş(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.531201
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70558
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39951
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72384
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91726
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.398647
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.384713
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.371413
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.358733
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.347831
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.34063
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.336898
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.336494
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.339408
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.345746
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.355743
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.369828
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.388695
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.413515
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.446431
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.492077
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.565728
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78607
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49631
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5556
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.11345
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.415719
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.401421
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.387771
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.374753
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.363338
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.355785
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.351902
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.351533
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.354666
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.361423
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.372084
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.387161
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.407496
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.434586
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.47134
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.525076
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.641592
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86832
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59533
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6165
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68362
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.437801
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.423044
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.408952
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.395509
ˆ (377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.383414
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.375354
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.371254
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.370935
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.374377
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.381738
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.393367
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.40991
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.432492
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.463229
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.506817
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.579644
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49483
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92703
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69655
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67949
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81892
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.466258
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.450885
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.436207
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.422202
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.40925
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.400417
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.39599
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.395732
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.399629
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.407882
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.420979
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.439821
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.466111
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.503459
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.562635
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34166
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5671
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98553
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79983
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74459
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95012
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.503571
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.487311
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.471785
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.456978
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.442939
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.432863
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.427909
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.42774
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.432344
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.442032
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.457553
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.480432
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.513949
ç(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.567816
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36881
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39908
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64089
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04534
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67495
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85882
(377.56, 16.02, 283.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95254
(377.56, 16.02, 283.83) (381.92, 8.54, 300.64) (0.81, 2.16, 0.81) Human 2.55523
