¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.972943
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979327
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211092
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462911
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73735
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037549
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36726
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730968
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134133
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583407
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08709
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654742
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27221
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97632
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78406
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63208
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74501
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38613
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47873
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6986
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45995
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73744
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79944
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568563
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766872
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981031
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212932
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464887
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739523
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039922
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369894
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733865
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137357
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58702
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091157
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653697
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27099
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97492
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76025
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60467
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75669
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33913
‚(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41115
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65617
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22226
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46756
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57952
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570113
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768537
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982814
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214896
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467038
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741838
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042497
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372706
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736984
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140793
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590875
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095475
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652987
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27022
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97402
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73726
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5782
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76857
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28225
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34181
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5953
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02689
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25645
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.386
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90099
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571775
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770324
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984763
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217014
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469306
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744327
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045215
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3757
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740267
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144471
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594973
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100107
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652669
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27025
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97534
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69746
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52437
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71416
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18307
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22621
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.454
‡(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91088
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12491
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23448
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76322
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573551
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772234
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986792
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219229
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471751
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746986
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048078
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378873
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743831
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148396
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599347
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104995
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657597
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27654
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97893
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63288
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45023
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63969
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08493
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11406
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31697
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77302
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99824
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07927
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64531
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575408
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774242
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988957
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221571
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474286
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749762
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051175
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382257
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747535
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15251
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603969
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110201
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663551
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28333
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93923
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56977
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3778
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5663
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98124
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00523
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18414
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61684
€(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87621
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92787
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55935
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577381
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776371
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991265
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224069
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476999
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752712
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05439
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385798
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751464
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156871
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608837
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115666
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669908
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29052
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9008
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50807
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30711
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49391
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85965
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89968
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05533
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46562
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79322
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78179
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4781
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579436
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778572
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99368
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226696
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47983
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75581
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057812
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389522
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755591
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161448
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61396
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121426
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676644
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29818
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8637
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44779
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23805
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42258
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74122
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79734
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93267
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3192
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7156
ƒ(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64093
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40147
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58161
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780921
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996205
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229394
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482785
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759081
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061384
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39346
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759921
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166312
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619359
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12751
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68379
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30626
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82788
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38889
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17065
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35233
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62589
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6981
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81856
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17743
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64148
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50512
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35642
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583866
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783371
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998872
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232308
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48592
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762473
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065073
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397558
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764449
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171338
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624992
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133827
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69129
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31479
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79329
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33138
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11424
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28305
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51357
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60188
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70808
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04018
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57338
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45436
‡(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34679
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586233
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785942
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001623
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235291
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489175
(376.07, 7.61, 340.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766039
