¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472061
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64213
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127815
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673313
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29027
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99246
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76864
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66541
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71299
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8701
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31033
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98258
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99149
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13914
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99588
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705894
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923134
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156833
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413185
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693176
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997326
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330233
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697973
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647121
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133366
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679586
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29737
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99644
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77324
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67072
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71926
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87999
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31927
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98815
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0093
ç(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27453
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709336
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925487
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160081
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416727
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697051
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000846
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334111
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702273
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11101
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139105
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686024
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30471
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00074
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77813
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67644
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72595
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89056
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32888
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99383
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02588
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39075
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712821
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927912
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163387
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420331
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700993
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004458
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33809
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706682
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115916
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572822
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692636
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31222
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00529
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78338
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68253
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73311
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9019
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33914
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00069
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03428
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4165
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716349
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930423
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166749
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423995
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704454
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00816
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342167
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711201
İ(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120946
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578458
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092481
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31992
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01013
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78894
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68898
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7407
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91395
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34998
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00866
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04415
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44385
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719756
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93357
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170167
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427722
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707916
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01195
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346345
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715832
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126099
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584232
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.098987
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680952
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01527
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79484
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69583
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74873
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9267
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36149
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01783
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0554
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47295
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722201
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936766
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173641
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431508
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711455
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01583
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35062
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72057
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131372
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590143
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10565
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687737
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34607
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08993
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70303
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75724
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94018
Æ(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37365
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02814
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06817
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50366
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724712
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940014
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17717
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435357
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715077
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019799
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354994
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725416
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136767
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59619
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112465
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694692
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35242
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09605
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94465
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76614
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95438
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38646
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03962
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08227
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53606
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72729
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943312
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180753
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439263
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718773
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023856
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359466
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730372
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142285
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602373
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.118313
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70182
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.359
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10248
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95211
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94533
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37468
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39982
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05228
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09788
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57017
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729932
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946659
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18439
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443228
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72255
°(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027999
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364037
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735434
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147921
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608689
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12402
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709119
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3658
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10921
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95993
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95452
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13262
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45218
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06611
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11495
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60593
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732641
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950055
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188082
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447236
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726406
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032231
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368707
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740603
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153676
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615141
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129923
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.716586
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37284
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11624
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9681
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96413
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14408
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46709
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11517
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12997
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64342
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735414
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953499
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191824
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450837
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730338
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036547
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373473
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745878
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159555
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621728
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136043
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724224
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38009
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12357
£(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97662
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97416
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15602
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48274
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1326
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98597
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6826
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738252
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956992
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195621
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45451
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734352
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040952
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378336
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751261
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165558
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628447
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142914
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73203
(438.45, 14.90, 251.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38758
