¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19146
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648459
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32284
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10091
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97746
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98593
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17345
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55599
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35439
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44086
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.73757
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.76241
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.79117
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.29361
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.26965
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.3597
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.62318
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030102
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713218
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010553
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336909
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696709
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095284
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539159
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036349
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602436
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27001
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03961
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91142
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90814
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08987
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45619
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22997
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17751
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.68882
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.71346
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.74202
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.28154
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.23232
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.29193
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.51222
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425278
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692948
×(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988319
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312476
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669711
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065303
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505655
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998734
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556578
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21745
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97876
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84589
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83102
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99783
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36516
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1068
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80333
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.64406
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.66852
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.69689
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.27481
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.20582
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.24624
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.41215
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410034
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673061
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966215
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288149
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642855
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035456
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472377
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96136
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512203
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16516
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91825
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7809
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75458
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90671
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27673
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9856
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44423
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.60323
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.62752
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.65572
(431.96, 14.25, 331.88) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.68784
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.18372
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.20502
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.34729
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.77841
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394808
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656481
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944192
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263898
È(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616104
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005768
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43925
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924146
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470774
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1132
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85812
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71643
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67887
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81649
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18168
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91181
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15556
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73303
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67321
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.58634
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.27471
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.16599
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.16822
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.28706
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.59272
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37964
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639974
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923851
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239784
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589432
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976248
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406271
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887184
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43372
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06154
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79844
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6525
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60385
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72725
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0737
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.838
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1756
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33924
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21971
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.67084
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.29294
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.1526
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.13579
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.23139
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.49906
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364511
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623514
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9059
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21576
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562927
Í(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946825
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373497
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852932
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396854
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01404
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73916
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.585
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52952
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63891
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93936
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76414
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19775
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07035
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76561
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.86738
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.33093
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.15927
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.11779
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.18329
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.41044
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349443
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60712
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88798
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195254
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53653
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91755
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341179
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820463
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360158
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972218
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68032
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51638
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45593
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55155
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73849
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69032
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22201
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09704
(431.96, 14.25, 331.88) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 19.50826
(431.96, 14.25, 331.88) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 19.53683
(431.96, 14.25, 331.88) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 19.5693
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.17467
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.11309
(431.96, 14.25, 331.88) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 22.76171
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33442
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590775
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870128
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175695
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511236
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888481
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312353
œ (431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78814
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323582
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93061
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62439
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44831
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38304
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46513
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54331
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75779
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.47471
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.44952
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.42666
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.40611
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.38785
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.37185
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.35812
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.35737
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.36644
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319468
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574516
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852369
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156218
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489808
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86118
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283655
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755917
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287265
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889294
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57695
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38081
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31088
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35381
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35362
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5349
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.42424
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.41965
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.41729
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.39448
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.37627
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.36033
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.34664
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.3352
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.07996
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.07312
(431.96, 14.25, 331.88) (426.17, 13.84, 302.21) (8.74, 12.72, 18.68) Truck 11.31605
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304581
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558299
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834704
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136874
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468522
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835551
® (431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2551
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723926
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251112
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848143
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52979
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31514
(431.96, 14.25, 331.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23945
