¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33778
ì(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740854
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247131
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817694
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50523
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38181
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38963
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63182
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23205
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16294
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.09631
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.09522
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.09708
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.10189
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.10965
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333054
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902876
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19647
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517707
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87057
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259858
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701674
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203119
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767891
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43305
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29686
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29926
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52223
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08561
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01038
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.29763
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.2969
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.29915
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.30438
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.31261
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217349
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463703
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170966
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489839
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839889
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225922
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662714
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159378
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718508
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36142
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21264
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21217
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41363
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94069
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85931
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 15.5074
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.17822
¥(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.18101
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201911
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446938
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713484
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004446
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806536
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18943
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621213
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113331
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667007
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29447
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12917
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1195
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30597
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79732
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70973
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85744
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.40676
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.41001
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186565
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430273
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69533
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984596
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300212
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152308
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578459
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06539
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612926
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23296
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0464
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02115
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19935
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6555
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57552
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.70016
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.64509
(405.18, 12.66, 328.17) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 16.64884
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171309
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413712
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677291
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964878
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622401
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536076
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017888
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559337
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17206
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96441
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92381
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09373
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51529
ğ(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43488
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85184
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9243
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50051
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156147
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397254
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65937
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945295
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251973
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595927
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976025
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970831
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506296
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11184
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88316
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82751
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98916
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37661
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23998
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83088
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36028
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21784
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82126
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14108
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380906
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641572
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925849
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228135
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569671
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945825
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372541
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453777
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05222
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80268
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73224
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8809
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23955
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05456
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6105
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22418
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92297
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52637
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126111
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364665
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623896
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906542
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204563
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543631
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915865
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339164
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812103
¼(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993269
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72299
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63804
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75927
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11017
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8822
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30556
(405.18, 12.66, 328.17) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 20.22837
(405.18, 12.66, 328.17) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 20.21544
(405.18, 12.66, 328.17) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 20.20646
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85094
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.707448
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772161
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837996
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.902389
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.969519
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039523
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.112509
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188708
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.268209
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351285
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438094
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52882
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623758
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72318
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827309
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936485
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051003
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171323
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298384
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574091
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87642
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209338
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57774
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987473
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33063
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.723604
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788874
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.856883
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.927829
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.997571
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.068445
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142408
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219597
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30018
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384391
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472362
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564383
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660657
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761456
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867095
´(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977876
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094136
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216213
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351859
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632454
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940348
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279747
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655635
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07406
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.74042
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.806212
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.87482
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.946404
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021086
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098362
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173329
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251576
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333297
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418647
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507876
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601211
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698866
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801167
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908376
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020784
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138805
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262794
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407143
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69281
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006557
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352685
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73637
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163985
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.757868
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824235
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.893483
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.965683
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041057
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.119771
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202002
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284651
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3675
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454084
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544644
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639323
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738459
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842283
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95111
(405.91, 12.71, 328.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065286
