¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (393.69, 14.81, 307.64) (412.32, 8.71, 315.76) (0.81, 2.16, 0.81) Human 5.613182
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015217
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442682
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943317
Ã(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52855
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15786
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64616
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04514
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45644
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03652
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63741
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02404
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44964
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01018
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9695
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.467246
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.460258
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.454161
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.448945
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359191
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722278
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104441
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53026
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01704
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445988
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927981
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5113
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10013
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58316
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99919
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39847
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9018
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48565
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86334
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2657
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7769
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36648
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04911
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.441976
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.434942
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.428794
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.431366
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357967
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720895
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103395
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531898
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018826
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449726
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912966
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49441
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.044
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52187
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95504
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35126
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7772
Æ(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33918
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7084
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10144
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55304
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12434
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77213
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.41778
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.410704
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.404507
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.432053
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356724
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719531
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102361
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533529
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0207
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453868
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916409
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4779
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98932
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46223
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91268
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30596
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72864
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19786
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55894
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94316
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35269
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89212
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49381
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.394632
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.387515
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.381274
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.432745
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355439
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718091
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101439
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535152
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022554
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458447
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921492
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46182
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93614
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40425
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87206
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26252
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68211
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08368
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41481
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7906
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19089
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6693
É(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25258
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17323
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.372508
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.365352
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.35907
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.433443
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354158
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716675
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100771
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536845
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024389
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463475
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927014
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44605
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8844
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34788
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83319
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22097
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63754
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00206
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29808
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6435
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03501
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45534
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02129
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92986
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.351384
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.344194
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.337872
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.434147
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355084
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715226
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102266
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538531
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026268
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468925
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933025
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43015
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83412
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29312
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79506
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18126
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59501
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9235
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21811
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52415
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88476
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29316
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79942
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65449
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66882
Ç(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.331239
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.324015
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.317657
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033961
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356334
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713782
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103772
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54018
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028141
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474812
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939501
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40983
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78524
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23987
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73687
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14331
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5544
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84788
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14124
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44356
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76293
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13968
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58648
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36034
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41619
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.312053
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.304799
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.298404
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035097
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357567
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712588
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105325
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541918
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030054
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48109
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946456
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3904
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76634
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18816
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68038
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10719
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50024
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77518
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06505
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36617
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68172
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01528
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40922
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07948
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17399
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.293806
Å(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.286522
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.280097
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036242
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358841
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714012
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106853
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543601
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031957
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487844
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953922
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37195
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75257
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13999
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62555
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07279
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43341
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70525
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99184
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29186
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60378
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93347
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28234
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81115
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94098
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94918
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.82492
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.83854
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.276481
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.26917
(393.69, 14.81, 307.64) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.262713
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0374
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360093
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715394
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108384
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545321
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033894
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495011
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96183
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35443
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73992
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12642
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57236
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04015
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36921
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63812
