¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(426.98, 14.96, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806995
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14182
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15128
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.16508
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711959
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02417
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363739
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737819
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158276
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622313
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14837
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.742084
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39006
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14019
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01208
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01227
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13801
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48855
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08896
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24097
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87502
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.47192
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.49984
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.54548
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14519
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13738
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13389
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13472
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13986
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14932
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.16311
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711138
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02291
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362268
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735568
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155867
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618534
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144475
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.736406
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38367
“(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13286
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00267
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9998
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12194
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46933
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07005
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19734
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82938
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.4743
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.50099
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.54663
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14754
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13973
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13624
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.13707
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14221
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15167
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.16547
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710171
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021441
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360623
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733067
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153243
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614439
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140319
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730353
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37784
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1252
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99293
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98705
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10686
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44937
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05494
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15313
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78332
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.48106
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.50645
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.55212
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15421
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.1464
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14291
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14374
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.14888
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15835
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.17216
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709061
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019765
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358808
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730313
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.150413
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610031
“(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.135906
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.723933
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37176
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11722
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98286
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97403
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09145
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42947
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04156
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10835
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.737
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.4922
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.51622
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.56194
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.1652
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15739
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.1539
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15473
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.15988
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.16936
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.18317
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707809
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017881
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356818
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727312
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147372
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605309
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131232
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717144
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36541
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10892
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97246
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96072
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07572
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40954
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02775
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06306
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69031
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.50772
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.53031
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.58121
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.18052
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.1727
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.16922
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.17006
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.17522
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.18471
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.19853
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706411
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01579
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354659
Œ(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724063
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144125
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600282
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126305
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709991
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3588
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1003
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96174
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94715
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05967
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32948
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01363
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0259
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6433
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.52766
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.54873
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.92975
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.20018
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.19237
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.18889
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.18973
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.1949
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.20441
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.21825
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704875
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013495
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352329
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720569
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140673
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596023
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121123
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702482
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35192
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09136
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9507
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93332
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04331
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.299
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9991
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00795
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59601
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.55202
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.22421
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.2164
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.21292
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.21377
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.21896
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.22848
(427.45, 15.00, 246.51) (448.00, 8.77, 280.08) (4.29, 3.02, 8.48) Truck 22.24235
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703193
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010994
É(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34983
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717342
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137011
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591925
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115688
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.69461
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34479
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0821
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93934
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91922
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02665
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26818
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9721
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98953
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54841
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701371
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00829
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347162
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714387
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133148
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587599
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110004
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686385
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33741
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07254
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92767
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90487
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86545
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23703
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91872
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97069
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50057
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699409
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005382
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344325
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711246
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129082
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583047
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104072
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678891
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32978
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06267
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91392
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89028
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85472
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20558
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86505
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95139
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40711
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697306
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002273
Ù(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341321
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70792
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124812
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578269
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.097892
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671881
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3219
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05251
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89831
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87469
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8438
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18858
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81119
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93167
(427.45, 15.00, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89908
