¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.06423
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17448
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21235
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40687
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82368
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57692
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17984
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33137
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828279
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048138
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284995
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542498
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829689
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137383
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479739
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859807
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274709
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737645
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.257372
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844886
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51421
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28355
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17211
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20795
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39946
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81475
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56134
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14965
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28065
¦(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827287
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047023
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283785
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541622
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828647
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13624
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479341
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859222
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274056
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736917
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256551
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843954
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51314
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28232
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17002
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20391
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39261
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80647
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54957
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84074
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2314
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826345
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045976
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28265
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540797
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827692
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135192
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478989
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858752
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273532
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736331
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255892
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843208
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51229
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28134
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16822
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20021
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38628
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79884
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53834
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.81863
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18067
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825456
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044994
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281584
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540021
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826823
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13424
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478682
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858397
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273137
 (434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735888
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255391
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842642
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51164
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28059
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16669
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19686
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3805
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79186
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52766
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79745
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1009
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824618
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04408
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280592
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539298
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826039
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133381
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47842
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858156
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272868
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735589
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255054
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842257
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51121
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28009
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16545
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19387
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37525
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78552
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51752
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77723
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65584
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823831
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04323
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27967
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538622
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825342
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132615
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478204
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85803
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272728
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735431
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254877
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842056
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51097
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27982
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16448
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19123
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37053
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77983
™(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50793
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75794
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.615
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823097
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042449
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278824
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537999
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824732
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131947
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478035
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858019
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272716
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735417
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25486
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842038
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51095
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2798
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1638
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18893
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36634
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77479
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49888
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7396
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5756
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822414
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041735
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278049
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537428
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824205
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131371
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47791
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858123
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272831
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735545
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255005
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842202
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51114
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28002
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1634
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.187
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36269
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77039
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49039
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72221
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.53764
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821784
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041087
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277344
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536906
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823766
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130891
¢(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477831
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858343
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273073
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735818
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255312
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842549
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51154
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28048
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16328
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18537
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35957
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76664
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48244
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70575
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.50111
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821205
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040507
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276716
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536438
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823415
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130503
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477799
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858677
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273444
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736233
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255777
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843078
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51214
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28118
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16345
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18319
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35698
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76353
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47503
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69023
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46601
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820679
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039994
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27616
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536019
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823148
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130211
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477812
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859125
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273943
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73679
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256407
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843791
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51296
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28212
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16389
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18145
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35493
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76107
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46817
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67565
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.43233
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820206
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039548
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275675
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535651
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822969
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130014
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477871
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859689
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27457
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73749
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.257195
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844684
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51398
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2833
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16462
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18016
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35342
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75883
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46186
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.662
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.40006
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819784
(434.52, 14.00, 303.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039168
