¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020258
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42375
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42173
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42194
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699854
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917684
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120484
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335902
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612538
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932861
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287782
«(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730516
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170004
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346496
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905045
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5368
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25697
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08531
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04798
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.56798
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54321
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5208
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50071
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48293
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46743
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.4542
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44324
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43452
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42804
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42379
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42177
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42198
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699516
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917316
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123579
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339235
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616195
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936897
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291769
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732242
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171939
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340184
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897962
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52872
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24774
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07464
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03555
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.57028
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54551
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.52309
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.503
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48521
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46971
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45648
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44551
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43679
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43031
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42606
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42404
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42425
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69922
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916997
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126884
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342793
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61986
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940942
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296257
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733989
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173899
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66866
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891027
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52088
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23873
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06427
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0234
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.57485
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.55007
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.52764
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50754
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48974
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.47423
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.461
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45002
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.4413
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43481
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43056
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42854
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.42875
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698967
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916722
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1304
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346576
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623531
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944994
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30075
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735752
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175875
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670891
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884266
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51321
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22997
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05414
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01159
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.58169
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.55689
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.53445
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.51433
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49652
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.481
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46775
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45677
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44804
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44155
Š(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43729
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43527
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.43548
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698754
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916492
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134124
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350586
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627207
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949053
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305253
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737534
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17787
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.673144
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877703
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50575
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22143
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04427
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00007
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5908
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.56598
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54352
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.52338
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50556
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49002
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.47676
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46577
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45702
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45053
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44627
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44424
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.44444
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698586
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916309
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138057
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354822
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630887
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953115
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309762
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739332
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179887
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675419
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871278
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49849
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21313
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03469
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98889
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60219
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.57735
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.55486
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5347
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.51686
…(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5013
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48803
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.47702
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46827
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46176
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45749
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45546
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.45566
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69846
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916173
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1422
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359284
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634571
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957183
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314274
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741148
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181923
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677715
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86507
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49144
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20505
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02535
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.978
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.61589
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.59101
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.56849
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5483
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.53043
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.51485
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50156
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49054
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48177
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.47525
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.47097
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46893
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.46913
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698376
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916081
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146554
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363971
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638259
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961255
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318794
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742981
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183977
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680034
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859047
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48458
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19723
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01632
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96744
“(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.63189
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60697
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.58442
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5642
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5463
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5307
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.51738
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50634
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49755
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.49102
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48673
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48468
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.48488
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698335
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916036
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151116
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368885
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64195
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965332
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323318
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744829
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18605
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682374
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853172
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47793
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18963
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00754
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9572
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.65021
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.62525
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.60266
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.5824
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.56447
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.54884
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.53549
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.52443
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.51562
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50908
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50478
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50272
(341.87, 7.22, 378.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.50291
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698335
(341.87, 7.22, 378.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916038
