¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(346.59, 6.64, 387.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22259
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.816
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96888
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39751
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14189
ğ(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62083
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66996
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328956
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608646
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91561
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230575
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530839
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858725
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218135
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613754
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09158
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66014
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3067
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03723
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87655
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86432
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02644
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47106
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22595
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45415
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29269
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340765
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621587
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929849
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240523
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541681
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870577
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231149
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628105
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115522
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687266
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33768
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07073
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91545
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.913
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08446
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54516
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31081
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57149
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44803
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352506
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634455
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944012
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250622
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552685
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882614
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244366
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642682
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139555
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714502
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3688
í(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10443
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9546
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96204
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14295
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61981
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39648
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68997
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60517
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364172
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647245
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958093
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260871
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563854
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89483
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257783
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.657482
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163678
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74185
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40006
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13831
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99399
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01142
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20181
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69499
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48296
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80958
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76412
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375765
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659957
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968537
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271266
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575185
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907226
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271399
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678114
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187881
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769296
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43026
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17239
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03361
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06115
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26112
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7707
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57024
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91979
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.92486
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387277
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672583
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978651
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281807
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586676
ë(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919799
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285212
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699425
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212161
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796843
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45986
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20664
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07346
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11121
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32087
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84619
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6583
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03059
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08738
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398709
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685122
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988789
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292495
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59833
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932551
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299224
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720819
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236517
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824483
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48961
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24107
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11458
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1616
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38105
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91875
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74895
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14244
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.25169
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410056
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697568
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998946
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30333
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610143
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945481
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313432
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742294
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26094
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852212
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5195
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27566
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15892
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21231
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44167
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99182
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84122
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25467
ì(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4136
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421313
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709921
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009121
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314307
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622113
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958585
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.327836
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.763844
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285426
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.88002
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54953
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31042
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20339
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26334
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50428
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06539
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93425
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36724
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.56631
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432477
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722175
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019313
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325428
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634244
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971865
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342435
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78547
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309973
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907907
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57971
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34534
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24802
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31467
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56773
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13946
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02804
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48086
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72066
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443548
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734325
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029518
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33669
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64653
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985318
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357225
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807163
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334573
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935864
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61001
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38041
ì(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29278
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36631
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63148
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21401
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12257
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59554
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87665
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454519
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746368
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039736
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348094
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658972
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998943
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37221
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.828921
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359222
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963889
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64044
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41563
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33767
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41824
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69553
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28902
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21784
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71127
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03427
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46539
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758305
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049966
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359639
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671569
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012742
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387385
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850739
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383918
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991977
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.671
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45099
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38267
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47046
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75986
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3645
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31384
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.82803
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19352
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476152
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770124
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060202
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371321
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684319
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.026709
é(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40275
(346.55, 6.66, 387.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872613
