¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080998
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.49993
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.471568
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.506255
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.098399
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.318841
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.424042
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.533525
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.541159
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.523447
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.507652
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.493757
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.481748
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.471613
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.389108
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.380755
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.374245
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.369568
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220517
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392329
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576956
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775867
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990683
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233247
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505703
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884763
Ô(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292085
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716873
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195875
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.450794
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.422628
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.50327
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.094977
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.367818
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.474229
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.51077
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.63466
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.00478
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.71164
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.89627
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05795
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03633
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.524222
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.407906
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.401601
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.510333
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220014
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391813
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576396
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775249
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995706
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245308
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530632
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912779
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343925
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780344
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267743
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.403867
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.37589
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.50063
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.091949
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.41892
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.526598
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.5059
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.62877
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.99754
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.70253
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.88444
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37323
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.35491
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.587771
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.452157
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.447523
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.573678
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219667
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391432
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576024
¼(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776766
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006961
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257578
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555646
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940897
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375775
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844923
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340924
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.359095
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.331296
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.498338
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.089322
(412.48, 14.62, 245.95) (387.56, 7.97, 240.98) (1.19, 1.64, 1.18) Tools 9.472197
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.56472
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.50166
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.62367
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.99126
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.69461
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.87416
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.76139
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.76684
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219504
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391235
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575799
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78729
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01844
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27006
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580741
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969168
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407813
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907037
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.345868
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.316422
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.288794
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.496387
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.087085
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.768102
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.56169
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.49806
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.61932
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.98592
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.68788
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.86543
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.74961
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.75006
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219475
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391207
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584194
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797981
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030073
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282735
º(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60593
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997516
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439985
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943837
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.305079
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.275805
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.248337
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.494783
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.085247
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.765971
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.55919
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.4951
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.61575
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.98153
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.68235
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.85824
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.73991
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.73627
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219601
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395928
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594253
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80889
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041898
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295638
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631231
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025992
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47231
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980844
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.266306
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.237193
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.20988
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.493523
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.083801
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.764298
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.55723
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.49278
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.61295
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.97808
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.67801
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.85261
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.7323
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82841
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.80644
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78914
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7765
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7685
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220935
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405361
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604447
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819928
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053895
Ñ(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308749
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656596
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054592
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504771
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.229506
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.200547
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.173379
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.149291
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.125618
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.103659
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.083387
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.064786
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.047836
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.03252
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.018823
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.006729
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.996229
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.987312
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.979969
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.974191
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.969975
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.967316
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22983
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41498
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614829
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831161
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066095
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325007
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68205
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083319
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537369
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00851
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.194637
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.165823
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.138793
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.11491
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.091358
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.069513
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.04935
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.030849
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.013991
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.998761
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.985142
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.973121
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.962686
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.953827
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.946535
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.940803
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.936626
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.933999
Ô(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238858
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424677
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625324
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842569
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078483
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347756
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707603
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112088
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570113
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992913
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.161663
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.132987
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 8.106087
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.082399
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.058964
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.037227
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.017163
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.998757
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.981988
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.966838
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.953292
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.94134
(412.48, 14.62, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.930966
